sa3_name16,sa3_code16,count_home_census_nt_0_14_yr,count_hom_census_nt_15_24_yr,count_hom_census_nt_25_34_yr,count_hom_census_nt_35_44_yr,count_hom_census_nt_45_54_yr,count_hom_census_nt_55_64_yr,count_hom_census_nt_65_74_yr,count_hom_census_nt_75_84_yr,count_hom_census_nt_85ov,counted_home_census_night_tot,vis_same_sa2_0_14_yr,vis_same_sa2_15_24_yr,vis_same_sa2_25_34_yr,vis_same_sa2_35_44_yr,vis_same_sa2_45_54_yr,vis_same_sa2_55_64_yr,vis_same_sa2_65_74_yr,vis_same_sa2_75_84_yr,vis_same_sa2_85ov,vis_same_sa2_total,vis_diff_sa2_nsw_0_14_yr,vis_diff_sa2_nsw_15_24_yr,vis_diff_sa2_nsw_25_34_yr,vis_diff_sa2_nsw_35_44_yr,vis_diff_sa2_nsw_45_54_yr,vis_diff_sa2_nsw_55_64_yr,vis_diff_sa2_nsw_65_74_yr,vis_diff_sa2_nsw_75_84_yr,vis_diff_sa2_nsw_85ov,vis_diff_sa2_nsw_total,vis_diff_sa2_vic_0_14_yr,vis_diff_sa2_vic_15_24_yr,vis_diff_sa2_vic_25_34_yr,vis_diff_sa2_vic_35_44_yr,vis_diff_sa2_vic_45_54_yr,vis_diff_sa2_vic_55_64_yr,vis_diff_sa2_vic_65_74_yr,vis_diff_sa2_vic_75_84_yr,vis_diff_sa2_vic_85ov,vis_diff_sa2_vic_total,vis_diff_sa2_qld_0_14_yr,vis_diff_sa2_qld_15_24_yr,vis_diff_sa2_qld_25_34_yr,vis_diff_sa2_qld_35_44_yr,vis_diff_sa2_qld_45_54_yr,vis_diff_sa2_qld_55_64_yr,vis_diff_sa2_qld_65_74_yr,vis_diff_sa2_qld_75_84_yr,vis_diff_sa2_qld_85ov,vis_diff_sa2_qld_total,vis_diff_sa2_sa_0_14_yr,vis_diff_sa2_sa_15_24_yr,vis_diff_sa2_sa_25_34_yr,vis_diff_sa2_sa_35_44_yr,vis_diff_sa2_sa_45_54_yr,vis_diff_sa2_sa_55_64_yr,vis_diff_sa2_sa_65_74_yr,vis_diff_sa2_sa_75_84_yr,vis_diff_sa2_sa_85ov,vis_diff_sa2_sa_total,vis_diff_sa2_wa_0_14_yr,vis_diff_sa2_wa_15_24_yr,vis_diff_sa2_wa_25_34_yr,vis_diff_sa2_wa_35_44_yr,vis_diff_sa2_wa_45_54_yr,vis_diff_sa2_wa_55_64_yr,vis_diff_sa2_wa_65_74_yr,vis_diff_sa2_wa_75_84_yr,vis_diff_sa2_wa_85ov,vis_diff_sa2_wa_total,vis_diff_sa2_tas_0_14_yr,vis_diff_sa2_tas_15_24_yr,vis_diff_sa2_tas_25_34_yr,vis_diff_sa2_tas_35_44_yr,vis_diff_sa2_tas_45_54_yr,vis_diff_sa2_tas_55_64_yr,vis_diff_sa2_tas_65_74_yr,vis_diff_sa2_tas_75_84_yr,vis_diff_sa2_tas_85ov,vis_diff_sa2_tas_total,vis_diff_sa2_nt_0_14_yr,vis_diff_sa2_nt_15_24_yr,vis_diff_sa2_nt_25_34_yr,vis_diff_sa2_nt_35_44_yr,vis_diff_sa2_nt_45_54_yr,vis_diff_sa2_nt_55_64_yr,vis_diff_sa2_nt_65_74_yr,vis_diff_sa2_nt_75_84_yr,vis_diff_sa2_nt_85ov,vis_diff_sa2_nt_total,vis_diff_sa2_act_0_14_yr,vis_diff_sa2_act_15_24_yr,vis_diff_sa2_act_25_34_yr,vis_diff_sa2_act_35_44_yr,vis_diff_sa2_act_45_54_yr,vis_diff_sa2_act_55_64_yr,vis_diff_sa2_act_65_74_yr,vis_diff_sa2_act_75_84_yr,vis_diff_sa2_act_85ov,vis_diff_sa2_act_total,vis_diff_sa2_ot_0_14_yr,vis_diff_sa2_ot_15_24_yr,vis_diff_sa2_ot_25_34_yr,vis_diff_sa2_ot_35_44_yr,vis_diff_sa2_ot_45_54_yr,vis_diff_sa2_ot_55_64_yr,vis_diff_sa2_ot_65_74_yr,vis_diff_sa2_ot_75_84_yr,vis_diff_sa2_ot_85ov,vis_diff_sa2_ot_total,vis_diff_sa2_tot_0_14_yr,vis_diff_sa2_tot_15_24_yr,vis_diff_sa2_tot_25_34_yr,vis_diff_sa2_tot_35_44_yr,vis_diff_sa2_tot_45_54_yr,vis_diff_sa2_tot_55_64_yr,vis_diff_sa2_tot_65_74_yr,vis_diff_sa2_tot_75_84_yr,vis_diff_sa2_tot_85ov,vis_diff_sa2_tot_total,tot_visitrs_0_14_yr,tot_visitrs_15_24_yr,tot_visitrs_25_34_yr,tot_visitrs_35_44_yr,tot_visitrs_45_54_yr,tot_visitrs_55_64_yr,tot_visitrs_65_74_yr,tot_visitrs_75_84_yr,tot_visitrs_85ov,tot_visitrs_total,os_vis_0_14_yr,os_vis_15_24_yr,os_vis_25_34_yr,os_vis_35_44_yr,os_vis_45_54_yr,os_vis_55_64_yr,os_vis_65_74_yr,os_vis_75_84_yr,os_vis_85_yr_over,os_vis_tot,total_0_14_yr,total_15_24_yr,total_25_34_yr,total_35_44_yr,total_45_54_yr,total_55_64_yr,total_65_74_yr,total_75_84_yr,total_85ov,total_total
Innisfail - Cassowary Coast,30603,6534,3546,3529,3621,4605,4886,3527,1874,689,32809,30,18,21,20,11,10,11,10,0,123,19,16,26,21,32,161,313,77,15,676,19,10,31,26,41,187,420,114,15,867,165,309,306,136,234,397,461,128,38,2179,0,3,4,5,12,69,117,49,3,257,9,13,6,9,8,15,32,7,4,108,0,0,7,3,0,18,37,13,0,78,0,3,0,5,0,5,6,0,0,25,5,0,0,6,3,6,7,0,0,26,0,0,0,0,0,0,0,0,0,0,209,356,385,213,339,864,1392,377,68,4215,241,376,404,228,352,870,1397,387,70,4333,60,370,372,48,90,82,67,18,0,1116,6828,4296,4308,3904,5045,5842,4996,2277,762,38259
Sunnybank,30306,8700,7469,9104,6584,5283,4905,3486,1638,845,48006,3,11,8,0,3,0,4,0,3,38,14,5,14,10,4,5,6,4,0,70,3,0,8,8,3,11,6,3,0,37,132,198,245,114,99,99,68,63,36,1051,0,0,3,0,0,0,3,0,0,10,0,0,3,4,0,0,3,0,0,16,0,0,0,0,0,4,3,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,146,211,270,136,106,123,92,73,35,1200,151,224,277,135,111,124,92,73,38,1229,90,292,282,96,167,290,120,31,11,1378,8944,7988,9661,6814,5560,5323,3699,1740,897,50619
Centenary,30401,6358,3826,3521,4567,4487,3940,2828,1153,562,31253,0,0,0,0,3,0,3,0,0,12,7,7,15,9,11,13,12,4,0,71,3,3,9,5,6,6,17,9,0,55,102,102,124,67,40,40,42,19,7,536,3,0,0,0,0,3,0,5,0,14,0,0,0,0,3,4,0,0,0,8,3,0,0,0,0,0,6,0,0,10,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,118,112,150,83,64,63,82,35,7,713,114,116,152,83,61,63,80,39,7,721,42,84,46,36,34,61,58,15,3,376,6519,4027,3717,4689,4585,4060,2965,1202,572,32352
Kenmore - Brookfield - Moggill,30402,9341,6020,3344,5960,6838,5029,3977,2016,905,43422,3,0,0,3,0,0,0,3,0,15,13,16,13,23,16,20,16,8,3,125,3,3,6,13,3,4,16,10,0,58,120,148,131,65,50,75,61,31,18,708,0,0,0,0,0,0,8,0,0,13,0,0,3,0,8,3,13,0,0,29,0,0,0,0,0,7,6,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,5,0,3,17,0,0,0,0,0,0,0,3,0,3,144,167,162,102,82,117,118,57,27,976,147,166,160,106,82,122,120,63,28,984,56,202,74,47,64,67,81,14,6,607,9541,6389,3578,6108,6986,5216,4175,2093,941,45014
Sherwood - Indooroopilly,30403,7343,12603,7974,6017,5015,4089,3115,1522,854,48543,0,40,12,3,5,3,0,3,3,73,6,77,4,15,12,31,15,8,3,175,4,13,16,5,6,10,11,8,3,83,105,707,211,83,84,78,67,30,15,1370,0,0,3,0,0,0,9,0,0,20,0,7,3,3,0,0,0,0,0,14,0,6,0,0,0,4,5,3,0,16,3,9,3,0,0,0,0,0,0,23,6,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,130,822,243,108,97,130,108,56,23,1718,133,860,251,120,104,129,109,60,26,1786,126,726,192,112,124,162,89,20,0,1559,7603,14193,8420,6253,5243,4379,3315,1607,882,51887
The Gap - Enoggera,30404,10152,6333,5981,7352,6421,4770,3710,1948,1100,47761,6,4,0,3,3,0,3,0,0,28,5,24,22,5,14,22,27,11,4,134,0,11,8,8,9,7,13,3,3,64,130,249,213,114,109,109,74,45,28,1071,0,3,3,0,4,3,7,8,0,30,0,0,0,4,3,3,5,0,0,11,0,0,0,4,3,3,3,0,0,21,0,0,4,3,0,0,0,0,0,10,3,0,3,4,7,0,8,0,0,28,0,0,0,0,0,0,0,0,0,0,142,294,252,142,146,157,135,67,35,1369,148,295,258,149,145,161,137,69,39,1396,27,134,60,27,24,41,42,6,0,369,10330,6763,6290,7523,6587,4974,3890,2020,1144,49530
Port Douglas - Daintree,30604,1854,969,1413,1490,1689,1733,1175,514,148,10994,3,3,0,0,0,5,0,0,0,18,100,44,118,183,150,239,316,107,8,1276,245,66,267,311,256,622,862,353,35,3021,63,78,183,116,144,181,174,64,15,1013,44,20,56,51,91,127,94,46,0,536,3,21,40,25,39,59,35,4,5,231,9,0,27,16,25,75,55,20,0,227,9,0,5,9,0,3,7,0,0,34,16,0,10,10,9,27,31,9,7,118,0,0,0,0,0,0,0,0,0,0,492,230,707,733,713,1329,1576,605,68,6458,494,234,706,736,715,1332,1583,605,68,6472,302,413,333,210,486,371,264,99,14,2497,2655,1611,2453,2437,2884,3439,3023,1214,235,19969
Tablelands (East) - Kuranda,30605,7321,3775,3443,4095,5190,5692,4971,2604,889,37979,27,19,15,12,22,9,18,13,3,130,13,16,17,13,44,97,170,49,3,420,16,15,18,21,26,101,159,42,8,407,214,263,243,190,249,357,401,127,38,2071,3,3,3,8,10,43,68,11,0,139,5,3,3,3,22,45,47,12,0,141,0,3,7,3,3,24,26,8,0,70,11,5,3,3,4,7,0,0,0,42,7,0,3,0,6,10,10,0,0,35,0,0,0,0,0,0,0,0,0,0,266,300,300,243,359,686,875,245,46,3328,292,317,315,255,378,693,892,257,52,3457,72,292,256,61,64,51,44,14,3,862,7681,4385,4014,4412,5638,6441,5910,2877,948,42300
Darling Downs (West) - Maranoa,30701,9088,4182,5377,5117,5543,5046,3725,2031,713,40832,13,16,10,8,18,6,11,16,4,111,36,30,91,84,104,179,212,57,5,802,17,9,29,25,51,102,235,81,0,554,209,533,1112,922,1024,769,333,104,26,5024,0,3,21,19,32,26,72,16,3,192,0,4,16,9,18,16,26,11,0,109,0,0,3,3,4,18,21,3,0,56,0,0,3,0,3,3,0,0,0,16,3,0,0,0,4,9,7,6,0,27,0,0,0,0,0,0,0,0,0,0,264,585,1284,1058,1244,1123,909,280,37,6784,277,600,1297,1067,1265,1126,923,291,41,6894,19,97,50,34,13,31,22,4,3,273,9382,4883,6731,6222,6819,6202,4670,2336,764,47998
Darling Downs - East,30702,8572,4528,4101,4635,5325,5088,4137,2250,889,39534,30,20,18,10,10,6,8,4,0,113,7,13,27,17,16,37,46,14,3,181,0,7,0,0,17,35,38,7,7,118,185,303,245,143,183,238,159,73,27,1560,3,0,3,0,0,3,27,3,0,45,0,0,3,0,6,6,0,0,0,15,0,0,0,0,0,11,6,0,0,20,0,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,200,331,279,166,225,331,280,94,40,1956,228,353,304,172,236,339,287,101,41,2066,17,44,53,10,17,14,6,5,0,152,8818,4916,4453,4813,5576,5440,4437,2358,934,41753
Granite Belt,30703,7324,4054,3346,3988,4957,5524,5004,2604,941,37752,11,14,12,10,10,8,10,8,3,86,14,19,20,18,20,39,47,15,4,200,8,4,9,4,18,17,29,9,0,95,146,232,195,191,186,260,238,68,33,1553,0,0,0,0,0,8,18,6,0,31,6,0,4,0,0,0,8,0,0,17,0,0,0,0,3,0,5,0,0,11,0,0,0,0,0,8,0,0,0,10,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,174,255,232,218,231,327,348,100,40,1915,188,264,243,224,242,335,358,108,43,1999,27,78,47,17,14,9,17,6,0,230,7542,4395,3641,4232,5218,5873,5374,2718,982,39976
Central Highlands (Qld),30801,7015,3172,4394,3932,3674,2700,1360,524,123,26894,9,3,11,7,5,3,3,5,0,45,17,20,43,32,64,153,212,57,3,610,4,0,8,21,22,103,215,66,3,438,152,418,962,994,1024,892,363,89,9,4899,3,0,12,3,11,47,78,19,0,172,0,3,5,0,4,14,19,0,0,50,4,0,0,0,10,31,36,3,0,82,0,0,0,0,0,5,0,0,0,8,0,0,0,0,3,3,15,0,0,21,0,0,0,0,0,0,0,0,0,0,178,446,1035,1052,1137,1249,940,226,17,6271,180,452,1038,1059,1138,1253,947,227,18,6319,10,80,241,82,21,18,21,9,3,484,7209,3703,5671,5077,4841,3969,2326,760,142,33691
Rockhampton,30803,22819,13996,13386,12867,14364,13228,9492,5452,2186,107796,24,25,28,22,12,27,15,12,7,178,16,12,38,40,54,210,318,94,16,792,31,15,25,35,44,217,451,167,25,1011,546,942,819,581,756,833,616,276,101,5464,3,3,4,7,15,42,115,38,3,234,9,5,12,16,16,35,43,3,0,136,3,6,0,3,8,24,63,21,3,134,3,5,0,7,3,4,3,4,0,29,0,0,0,3,8,12,33,13,0,66,0,0,0,0,0,0,0,0,0,0,610,983,901,682,903,1373,1637,614,142,7856,633,1012,934,705,920,1396,1648,632,157,8034,52,141,125,63,101,109,82,29,4,711,23514,15146,14442,13634,15382,14737,11225,6108,2352,116546
Biloela,30804,3093,1404,1795,1837,1838,1625,1028,630,202,13450,3,3,3,7,3,0,3,0,0,29,0,3,19,8,13,32,80,41,0,202,0,0,5,10,8,28,60,29,0,141,55,149,280,272,346,280,153,37,3,1585,0,3,0,10,3,3,14,3,0,38,0,3,3,3,4,7,3,0,0,23,0,0,0,0,0,3,8,9,0,18,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,61,160,314,301,372,354,324,119,6,2012,66,168,320,304,376,357,331,120,5,2045,0,24,24,4,6,3,11,0,3,77,3155,1594,2140,2150,2228,1989,1367,748,207,15574
Gladstone,30805,13488,6814,7878,8289,8514,6586,3791,1604,485,57449,25,14,18,4,3,3,3,4,0,81,22,24,73,67,102,230,268,76,13,875,10,18,33,22,63,172,279,83,5,689,305,470,554,428,547,591,397,108,31,3438,3,4,4,7,12,44,68,9,0,160,0,0,15,14,17,29,20,0,0,94,3,0,10,4,17,27,44,8,0,119,0,0,6,3,3,0,0,0,0,25,0,0,3,0,7,6,11,0,0,28,0,0,0,0,0,0,0,0,0,0,341,519,701,554,769,1098,1092,293,58,5423,368,535,716,556,775,1097,1094,301,58,5504,61,113,105,73,70,61,49,19,3,562,13917,7465,8702,8916,9361,7746,4937,1928,546,63507
Broadbeach - Burleigh,30901,8881,6411,9296,8172,7666,6861,6114,3508,1546,58465,3,10,14,4,9,14,12,6,6,78,112,75,150,147,165,292,374,147,34,1492,372,49,196,303,213,356,776,690,170,3128,298,315,442,306,306,375,271,100,36,2458,63,18,35,42,39,60,95,46,13,410,21,14,37,21,18,38,20,0,0,171,42,16,24,25,29,73,146,73,15,449,3,3,4,3,4,4,0,0,0,16,6,0,9,10,14,44,29,31,7,147,0,0,0,0,0,0,0,0,0,0,922,485,897,852,792,1242,1706,1097,271,8264,930,501,910,856,797,1255,1714,1105,280,8346,450,345,302,414,388,408,596,243,45,3203,10263,7254,10515,9447,8855,8530,8433,4856,1870,70009
Coolangatta,30902,8592,5460,6113,6685,6833,6832,5286,3035,1514,50342,6,5,19,7,6,5,8,8,3,70,90,77,117,101,129,236,402,234,83,1473,66,19,54,72,87,233,604,539,143,1816,181,236,264,233,262,330,315,125,77,2010,3,3,3,4,6,40,78,76,20,240,0,7,7,3,8,12,23,9,0,73,4,0,3,11,8,45,91,72,6,244,0,0,7,3,3,5,7,0,0,18,9,0,0,8,3,35,35,20,5,111,0,0,0,0,0,0,0,0,0,0,348,349,455,435,508,937,1550,1076,341,5994,351,355,475,448,519,940,1565,1080,340,6064,103,181,107,92,98,166,246,126,39,1160,9046,5992,6694,7220,7450,7934,7093,4240,1891,57573
Gold Coast - North,30903,9245,7177,7379,7841,8454,8144,8153,4603,1903,62889,8,12,6,12,7,11,6,11,4,85,63,33,33,38,48,67,108,69,16,472,57,20,58,27,31,72,117,82,12,477,201,290,257,190,169,204,152,83,33,1583,23,4,18,18,6,32,34,18,4,155,13,4,12,8,8,7,5,3,0,70,16,11,4,11,7,8,25,13,0,93,5,6,0,3,0,0,0,0,0,18,0,0,4,0,0,5,3,3,0,12,0,0,0,0,0,0,0,0,0,5,377,370,384,296,277,399,442,266,61,2877,380,385,395,308,282,408,451,276,69,2963,145,162,115,128,131,174,138,58,10,1065,9778,7716,7883,8281,8868,8725,8737,4939,1986,66914
Gold Coast Hinterland,30904,3269,1674,1431,2343,2957,2769,2156,863,242,17692,0,6,4,0,4,3,3,3,0,25,10,23,60,31,20,38,53,15,3,252,14,8,19,19,17,17,44,25,0,174,99,180,211,135,134,136,122,34,5,1048,0,5,14,4,0,7,5,3,0,43,0,3,8,9,4,12,0,3,0,33,0,0,0,0,0,0,8,3,0,16,0,4,16,3,3,5,0,0,0,33,0,0,11,7,6,10,0,0,0,39,0,0,0,0,0,0,0,0,0,0,125,232,343,200,190,225,236,91,12,1646,130,231,344,202,193,226,244,93,12,1669,13,37,32,19,29,41,26,5,3,202,3408,1952,1807,2557,3182,3034,2415,961,252,19572
Robina,30908,8511,6921,6365,6376,6132,5218,4273,2417,1268,47484,0,9,4,4,5,3,4,3,3,36,11,43,36,20,23,40,32,16,10,218,9,30,8,6,5,9,27,15,3,103,95,260,208,125,100,104,92,95,66,1148,0,17,0,0,4,8,6,3,0,37,0,6,6,0,0,5,3,0,3,26,3,3,3,3,0,3,8,10,0,38,0,3,4,0,0,0,0,0,0,12,0,0,0,3,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,119,359,264,163,129,171,170,141,83,1595,123,369,268,163,132,175,173,140,83,1629,72,253,96,66,53,96,83,22,3,736,8705,7540,6721,6605,6322,5489,4531,2583,1352,49849
Southport,30909,8552,9302,8359,7260,7246,6271,5125,2872,1524,56512,3,26,11,10,7,3,4,8,4,77,35,53,43,59,48,77,111,42,16,483,36,16,28,32,24,54,138,88,9,424,199,320,342,241,244,214,272,122,106,2071,18,3,15,13,5,13,26,19,4,110,3,5,6,3,9,10,10,0,3,48,12,0,10,4,9,3,20,14,0,70,0,0,3,0,0,0,0,0,0,4,0,0,4,0,6,8,9,6,0,39,0,0,0,0,0,0,0,0,0,0,303,402,452,351,342,376,588,292,139,3259,306,430,460,362,356,379,599,300,139,3330,130,501,235,114,120,132,139,35,7,1405,8990,10235,9047,7736,7720,6780,5860,3209,1671,61251
Surfers Paradise,30910,4594,5313,6901,4803,5245,4729,4406,2062,756,38804,5,7,17,9,9,12,13,11,3,84,328,210,421,403,340,391,368,164,24,2648,470,163,370,442,367,429,708,548,113,3624,378,427,535,421,428,391,328,167,73,3149,164,50,98,103,113,92,84,53,14,763,65,41,47,71,50,66,61,20,4,428,38,27,42,30,34,80,145,62,13,468,13,8,14,3,3,3,6,0,0,51,19,11,23,7,21,21,28,11,0,141,0,0,0,0,0,0,0,0,0,3,1472,936,1551,1492,1359,1471,1721,1016,243,11267,1475,946,1573,1499,1365,1481,1738,1027,247,11349,1172,1519,1048,1027,984,711,570,228,45,7301,7245,7771,9518,7324,7588,6922,6712,3322,1047,57454
Forest Lake - Oxley,31001,14868,10019,11249,10177,9123,6612,4246,2398,993,69692,29,24,11,13,5,4,7,3,0,103,12,5,21,16,22,14,9,6,3,98,3,8,9,4,0,3,11,8,4,44,307,383,321,258,193,138,102,46,26,1767,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,326,398,358,278,220,157,124,59,37,1947,350,417,366,293,224,164,134,58,41,2050,64,116,74,31,98,178,96,34,3,696,15283,10549,11694,10502,9446,6956,4474,2494,1035,72433
Ipswich Hinterland,31002,12027,7002,5993,7156,8610,8372,6688,2981,922,59757,23,15,19,10,9,17,19,6,9,115,6,23,25,15,34,31,53,15,5,202,3,5,11,16,14,24,46,15,14,141,235,361,298,169,214,229,185,92,32,1835,0,0,3,8,0,3,11,0,0,28,0,0,0,0,3,10,5,4,0,27,0,0,0,0,4,7,8,7,0,27,0,12,8,3,8,8,0,0,0,31,0,0,0,0,4,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,243,406,355,213,278,309,317,133,46,2305,264,418,366,219,286,323,334,145,56,2423,35,93,77,16,10,19,23,8,3,274,12335,7513,6440,7393,8901,8716,7053,3128,983,62453
Ipswich Inner,31003,22267,13354,13798,12916,13149,10813,7439,4264,1602,99609,29,22,20,20,7,17,11,5,3,142,8,24,29,18,36,40,28,16,5,196,5,8,9,8,15,32,23,9,5,103,433,597,554,350,311,281,241,136,81,2978,0,4,4,3,10,7,6,3,0,36,0,0,4,0,3,6,5,4,0,25,0,3,0,0,0,10,0,0,0,20,5,0,7,7,4,3,0,0,0,26,0,0,0,3,4,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,456,631,601,386,379,384,314,167,90,3405,486,652,626,405,391,398,329,170,95,3542,69,77,42,44,41,46,30,16,3,369,22819,14091,14462,13370,13575,11258,7797,4451,1695,103519
Springfield - Redbank,31004,21910,11779,13904,11912,9525,6484,3576,1337,362,80798,21,33,18,6,12,12,6,0,0,107,17,20,18,17,16,37,11,3,0,148,3,3,5,3,0,14,8,0,0,43,355,363,403,241,173,144,101,52,27,1856,5,3,3,0,3,3,4,0,0,19,3,0,0,0,8,3,0,0,0,19,0,0,0,0,6,3,10,0,0,25,0,5,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,381,394,435,269,211,205,146,58,27,2131,405,426,451,277,224,214,153,57,27,2236,62,126,45,43,70,139,108,23,0,616,22371,12328,14405,12232,9815,6843,3834,1416,398,83640
Beaudesert,31101,2695,1501,1296,1568,1869,1702,1539,766,319,13261,0,6,5,4,6,6,3,0,0,31,0,3,0,4,11,9,24,6,0,63,0,0,0,0,4,4,13,3,0,24,54,83,79,65,47,59,47,13,10,448,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,8,3,0,13,0,3,3,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,54,88,82,67,64,80,95,32,10,563,53,94,90,74,72,85,93,32,5,599,5,24,11,4,5,5,12,0,0,67,2759,1623,1394,1643,1942,1795,1641,797,325,13926
Beenleigh,31102,8569,5239,5387,4955,4869,4186,3596,1762,544,39103,19,9,12,3,3,10,10,11,0,72,3,7,5,8,13,11,19,4,3,80,0,3,4,0,3,15,7,10,0,50,204,235,214,142,109,98,61,33,11,1105,0,0,0,0,3,0,0,0,0,8,0,0,3,0,4,0,0,0,0,10,0,4,0,0,0,0,10,3,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,212,250,229,154,136,133,96,56,20,1278,230,257,241,158,140,144,104,64,19,1348,20,44,27,12,14,34,27,11,0,192,8823,5541,5659,5127,5021,4363,3722,1831,559,40638
Browns Plains,31103,18729,11254,11204,10060,9871,8124,4890,2047,739,76928,18,16,14,7,15,6,3,3,4,82,18,11,21,10,11,24,26,4,0,125,7,0,17,4,13,10,18,5,0,71,325,389,377,198,167,142,106,53,21,1780,0,0,3,0,3,0,4,0,0,11,0,0,5,3,3,3,4,0,0,22,0,0,0,0,0,5,6,0,0,13,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,353,411,418,219,193,182,160,70,26,2029,373,420,437,224,205,190,169,72,28,2111,58,85,67,51,44,90,62,21,6,481,19163,11758,11707,10334,10118,8404,5120,2146,773,79520
Jimboomba,31104,10686,5926,5142,6655,6695,4652,2898,866,205,43727,11,9,9,10,8,8,4,3,0,54,8,13,4,9,11,19,26,12,5,97,4,5,5,6,7,9,14,11,0,55,152,221,170,112,68,84,80,48,10,943,6,3,0,0,4,3,7,0,0,17,4,0,0,6,4,0,0,0,0,16,0,0,0,0,3,5,7,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,238,185,128,88,116,130,69,19,1152,188,242,197,142,93,125,139,74,19,1211,58,96,21,7,14,24,22,11,0,259,10933,6264,5361,6807,6811,4797,3049,949,216,45188
Loganlea - Carbrook,31105,12157,7871,8062,7775,7176,6539,4756,2147,913,57399,14,10,5,5,4,4,4,3,0,56,4,9,9,13,17,15,20,13,6,103,0,6,3,9,5,7,13,10,4,53,230,285,270,176,139,141,88,55,24,1405,0,0,0,0,0,5,8,0,0,16,0,3,4,4,0,3,0,0,0,12,3,0,0,3,4,0,3,0,0,15,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,236,304,297,203,166,182,137,78,34,1635,249,310,302,205,177,187,139,82,31,1691,50,90,43,31,39,67,44,24,4,387,12455,8265,8403,8001,7399,6797,4945,2257,951,59474
Springwood - Kingston,31106,16803,10197,10988,10321,8844,7893,6212,2311,820,74388,7,13,14,8,11,13,9,6,4,88,15,11,26,23,25,27,21,18,4,161,7,13,17,8,14,17,11,3,3,102,330,386,320,226,181,160,96,40,16,1740,3,0,3,3,3,7,0,0,0,19,0,0,3,7,9,3,3,0,0,25,0,0,3,0,3,7,5,0,0,21,0,3,0,0,0,3,0,0,0,7,3,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,364,411,367,269,231,212,143,67,21,2077,372,427,378,278,245,225,150,70,21,2168,85,122,78,57,74,120,53,18,6,607,17252,10744,11446,10660,9159,8244,6418,2402,845,77167
Bowen Basin - North,31201,7357,3280,5283,4576,4146,3413,2007,866,291,31213,10,7,8,15,5,10,5,0,0,63,18,33,123,84,114,206,303,88,9,971,13,20,33,42,58,150,353,113,12,788,145,559,2350,2382,2476,1588,488,109,31,10120,0,3,13,9,20,29,74,17,0,172,0,5,4,13,15,19,18,4,0,77,0,0,3,6,14,38,61,10,9,136,0,0,0,0,3,3,0,0,0,11,0,0,0,3,0,8,5,0,0,15,0,0,0,0,0,0,0,0,0,0,176,620,2535,2535,2696,2030,1295,346,62,12298,181,629,2540,2548,2703,2046,1295,346,68,12356,17,181,239,31,24,39,36,17,9,594,7553,4086,8067,7152,6872,5491,3344,1228,362,44160
