sa3_name16,sa3_code16,vfdif_sa2_nt_indst_nsp,vfdif_sa2_nt_totm,vfdif_sa2_nt_totf,vfdif_sa2_nt_totp,vfdif_sa2_act_indig_m,vfdif_sa2_act_indig_f,vfdif_sa2_act_indig_p,vfdif_sa2_act_nonind_m,vfdif_sa2_act_nonind_f,vfdif_sa2_act_nonind_p,vfdif_sa2_act_indst_nsm,vfdif_sa2_act_indst_nsf,vfdif_sa2_act_indst_nsp,vfdif_sa2_act_totm,vfdif_sa2_act_totf,vfdif_sa2_act_totp,vfdif_sa2_ot_indig_m,vfdif_sa2_ot_indig_f,vfdif_sa2_ot_indig_p,vfdif_sa2_ot_nonind_m,vfdif_sa2_ot_nonind_f,vfdif_sa2_ot_nonind_p,vfdif_sa2_ot_indst_nsm,vfdif_sa2_ot_indst_nsf,vfdif_sa2_ot_indst_nsp,vfdif_sa2_ot_totm,vfdif_sa2_ot_totf,vfdif_sa2_ot_totp,vfdif_sa2_t_indig_m,vfdif_sa2_t_indig_f,vfdif_sa2_t_indig_p,vfdif_sa2_t_nonind_m,vfdif_sa2_t_nonind_f,vfdif_sa2_t_nonind_p,vfdif_sa2_t_indst_nsm,vfdif_sa2_t_indst_nsf,vfdif_sa2_t_indst_nsp,vfdif_sa2_t_totm,vfdif_sa2_t_totf,vfdif_sa2_t_totp,vis_tot_vis_indig_m,vis_tot_vis_indig_f,vis_tot_vis_indig_p,vis_tot_vis_nonind_m,vis_tot_vis_nonind_f,vis_tot_vis_nonind_p,vis_tot_vis_indigstat_nsm,vis_tot_vis_indigstat_nsf,vis_tot_vis_indigstat_nsp,vis_tot_visitors_totm,vis_tot_visitors_totf,vis_tot_visitors_totp,lsah_eng_onl_indig_m,lsah_eng_onl_indig_f,lsah_eng_onl_indig_p,lsah_eng_onl_nonind_m,lsah_eng_onl_nonind_f,lsah_eng_onl_nonind_p,lsah_eng_on_ind_sta_nsm,lsah_eng_on_ind_sta_nsf,lsah_eng_on_ind_sta_nsp,lsah_eng_only_totm,lsah_eng_only_totf,lsah_eng_only_totp,lsah_aus_ind_lang_ind_m,lsah_aus_ind_lang_ind_f,lsah_aus_ind_lang_ind_p,lsah_aus_ind_lan_no_ind_m,lsah_aus_ind_lan_no_ind_f,lsah_aus_ind_lan_no_ind_p,lsh_aus_ind_lan_indst_nsm,lsh_aus_ind_lan_indst_nsf,lsh_aus_ind_lan_indst_nsp,lsh_austn_indig_lang_totm,lsh_austn_indig_lang_totf,lsh_austn_indig_lang_totp,saindl_se_nw_na_in_m,saindl_se_nw_na_in_f,saindl_se_nw_na_in_p,saindl_se_nw_na_no_in_m,saindl_se_nw_na_no_in_f,saindl_se_nw_na_no_in_p,saindl_se_nw_na_in_st_nsm,saindl_se_nw_na_in_st_nsf,saindl_se_nw_na_in_st_nsp,saindl_se_nw_na_totm,saindl_se_nw_na_totf,saindl_se_nw_na_totp,saindl_se_vw_wel_in_m,saindl_se_vw_wel_in_f,saindl_se_vw_wel_in_p,saindl_se_vw_we_no_in_m,saindl_se_vw_we_no_in_f,saindl_se_vw_we_no_in_p,saindl_se_vw_we_i_st_nsm,saindl_se_vw_we_i_st_nsf,saindl_se_vw_we_i_st_nsp,saindl_se_vw_we_totm,saindl_se_vw_we_totf,saindl_se_vw_we_totp,auabrigtrrl_indig_m,auabrigtrrl_indig_f,auabrigtrrl_indig_p,auabrigtrrl_no_ind_m,auabrigtrrl_no_ind_f,auabrigtrrl_no_ind_p,auabrigtrrl_indst_nsm,auabrigtrrl_indst_nsf,auabrigtrrl_indst_nsp,auabrigtrrl_totm,auabrigtrrl_totf,auabrigtrrl_totp,apaei_0_4_ind_m,apaei_0_4_ind_f,apaei_0_4_ind_p,apaei_0_4_no_ind_m,apaei_0_4_no_ind_f,apaei_0_4_no_ind_p,apaei_0_4_in_st_nsm,apaei_0_4_in_st_nsf,apaei_0_4_in_st_nsp,apaei_0_4_totm,apaei_0_4_totf,apaei_0_4_totp,apaei_5_14_ind_m,apaei_5_14_ind_f,apaei_5_14_ind_p,apaei_5_14_no_in_m,apaei_5_14_no_in_f,apaei_5_14_no_in_p,apaei_5_14_in_st_nsm,apaei_5_14_in_st_nsf,apaei_5_14_in_st_nsp,apaei_5_14_totm,apaei_5_14_totf,apaei_5_14_totp,apaei_15_19_ind_m,apaei_15_19_ind_f,apaei_15_19_ind_p,apaei_15_19_no_in_m,apaei_15_19_no_in_f,apaei_15_19_no_in_p,apaei_15_19_i_st_nsm,apaei_15_19_i_st_nsf,apaei_15_19_i_st_nsp,apaei_15_19_totm,apaei_15_19_totf,apaei_15_19_totp,apaei_20_24_ind_m,apaei_20_24_ind_f,apaei_20_24_ind_p,apaei_20_24_no_ind_m,apaei_20_24_no_ind_f,apaei_20_24_no_ind_p,apaei_20_24_in_st_nsm,apaei_20_24_in_st_nsf,apaei_20_24_in_st_nsp,apaei_20_24_totm,apaei_20_24_totf,apaei_20_24_totp,apaei_25ov_ind_m,apaei_25ov_ind_f,apaei_25ov_ind_p,apaei_25ov_no_ind_m,apaei_25ov_no_ind_f,apaei_25ov_no_ind_p,apaei_25ov_in_st_nsm,apaei_25ov_in_st_nsf,apaei_25ov_in_st_nsp,apaei_25ov_totm,apaei_25ov_totf,apaei_25ov_totp,hysc_y12_e_ind_m,hysc_y12_e_ind_f,hysc_y12_e_ind_p,hysc_y12_e_no_in_m,hysc_y12_e_no_in_f,hysc_y12_e_no_in_p,hysc_y12_e_in_st_nsm,hysc_y12_e_in_st_nsf,hysc_y12_e_in_st_nsp,hysc_y12_e_totm,hysc_y12_e_totf,hysc_y12_e_totp,hysc_y11_e_ind_m,hysc_y11_e_ind_f,hysc_y11_e_ind_p,hysc_y11_e_no_in_m,hysc_y11_e_no_in_f,hysc_y11_e_no_in_p,hysc_y11_e_in_s_nsm,hysc_y11_e_in_s_nsf,hysc_y11_e_in_s_nsp,hysc_y11_e_totm,hysc_y11_e_totf,hysc_y11_e_totp,hysc_y10_e_ind_m,hysc_y10_e_ind_f,hysc_y10_e_ind_p,hysc_y10_e_no_in_m
Brisbane Inner,30501,34,43,51,98,0,0,0,56,42,95,40,31,72,101,68,168,0,0,0,3,0,3,0,0,0,3,0,6,100,94,197,3698,3510,7207,1760,1547,3300,5563,5147,10712,100,94,197,3745,3537,7282,1764,1546,3308,5611,5182,10789,323,305,631,20678,18861,39538,105,79,183,21106,19249,40351,5,6,14,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,3,8,3,7,5,0,0,0,0,0,0,3,7,5,0,0,3,140,149,292,0,0,3,143,153,298,19,24,45,1525,1505,3030,5,12,12,1548,1543,3093,15,23,35,1191,1303,2489,8,11,17,1214,1329,2545,17,26,41,2062,2353,4417,10,14,25,2091,2396,4482,28,29,56,3093,3461,6548,13,9,19,3132,3493,6627,176,171,348,22475,21812,44283,94,69,166,22743,22055,44796,26,23,51,1438,1177,2614,5,6,18,1471,1204,2682,58,53,111,2356
Brisbane Inner - East,30502,0,6,3,8,0,0,0,10,6,15,0,0,0,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,11,11,20,497,515,1012,39,38,80,554,565,1120,11,11,20,516,527,1039,39,38,80,567,580,1149,247,249,499,16176,16574,32746,72,66,143,16497,16886,33391,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,233,244,478,4,3,4,241,246,491,45,29,69,2208,2050,4255,11,16,26,2259,2092,4353,15,16,34,859,839,1701,3,0,9,875,861,1736,3,12,16,663,703,1363,0,0,0,668,718,1382,11,16,32,867,1279,2147,4,6,4,881,1298,2176,112,124,232,11419,12152,23571,35,29,63,11564,12302,23864,14,17,29,918,824,1738,7,4,7,934,846,1784,33,34,66,1758
Sunnybank,30306,0,3,3,4,0,0,0,0,4,8,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14,564,572,1133,18,29,44,595,603,1200,8,7,14,580,586,1166,16,26,49,608,622,1229,192,222,422,10210,10024,20235,68,58,125,10474,10304,20777,3,5,5,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,3,5,5,0,0,3,0,0,0,0,0,0,0,0,3,3,5,5,261,229,484,0,0,3,262,234,494,48,44,99,2463,2569,5032,14,12,25,2535,2620,5152,17,18,32,1239,1186,2424,9,3,18,1265,1202,2473,4,4,9,1391,1197,2588,6,11,14,1399,1209,2610,7,12,16,1375,1641,3017,4,7,13,1387,1659,3051,50,80,126,14118,13605,27726,38,48,82,14207,13730,27939,15,14,32,955,865,1819,10,5,8,981,884,1865,31,38,69,2441
Centenary,30401,0,0,3,3,0,0,0,0,3,7,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,355,338,695,7,4,9,364,351,713,4,0,9,353,347,701,7,4,9,366,352,721,138,142,284,11976,12210,24186,62,70,134,12179,12427,24603,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,214,175,392,0,0,0,217,176,395,34,28,62,2174,2035,4209,13,15,29,2214,2082,4298,17,15,23,876,922,1798,6,6,13,894,939,1835,7,7,13,396,443,840,0,0,0,408,446,849,3,5,6,450,667,1118,0,3,5,456,676,1134,61,53,115,8641,9033,17676,34,38,65,8738,9125,17866,3,17,21,808,762,1569,11,5,10,814,787,1599,21,23,40,1743
Kenmore - Brookfield - Moggill,30402,0,4,3,8,0,0,0,10,7,16,0,0,0,12,7,17,0,0,0,0,0,3,0,0,0,0,0,3,7,9,12,441,498,934,14,9,26,462,510,976,7,9,12,447,501,948,14,9,26,469,519,984,94,102,196,18315,18760,37079,92,94,183,18505,18957,37460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,308,297,604,3,0,5,307,304,608,20,28,47,3549,3128,6678,25,13,44,3602,3167,6767,9,17,27,1542,1496,3036,9,7,19,1562,1512,3075,4,7,12,751,727,1477,3,10,17,759,747,1504,4,3,12,659,1005,1658,0,3,5,664,1015,1675,45,49,94,12893,13512,26401,51,54,107,12994,13618,26608,9,14,17,922,1016,1935,4,3,7,931,1033,1967,11,8,22,1797
Sherwood - Indooroopilly,30403,0,9,11,23,0,0,0,4,3,15,3,0,3,7,6,19,0,0,0,0,0,0,0,0,0,0,0,0,21,17,39,777,821,1605,38,36,76,835,879,1718,21,22,41,817,857,1673,38,36,76,871,916,1786,141,145,279,17365,17998,35364,64,70,135,17576,18207,35780,0,5,10,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,241,479,0,3,3,241,246,478,20,19,42,2512,2311,4821,12,10,25,2550,2340,4889,21,23,46,1934,2294,4228,16,7,25,1972,2324,4297,16,24,42,2880,3209,6088,4,8,13,2899,3246,6140,11,8,24,1844,2001,3844,8,9,13,1863,2020,3881,92,92,184,16854,17783,34638,52,67,117,17000,17940,34939,11,8,18,733,780,1517,8,3,10,753,795,1547,16,9,27,1334
Brisbane Inner - North,30503,5,12,12,25,0,0,0,17,8,30,0,0,0,15,9,33,0,0,0,0,0,0,0,0,0,0,0,0,50,68,115,1903,1864,3763,528,490,1027,2479,2419,4902,50,68,114,1936,1891,3827,533,497,1025,2518,2454,4971,414,436,855,31713,32509,64216,175,151,321,32297,33098,65392,16,16,32,0,0,0,0,0,0,13,16,32,0,0,0,0,0,0,0,0,0,0,0,0,15,18,28,0,0,0,0,0,0,12,18,29,0,3,4,0,0,0,0,0,0,0,3,4,4,3,10,374,385,751,0,4,4,375,392,767,34,50,86,3817,3722,7542,22,25,46,3878,3799,7682,20,42,58,1718,2130,3842,18,12,31,1747,2184,3929,24,33,57,1997,2418,4416,10,10,19,2026,2458,4484,32,36,73,2432,3027,5460,5,15,18,2474,3080,5558,229,231,464,26108,27071,53179,110,88,204,26450,27397,53848,25,38,60,1656,1579,3227,11,10,21,1687,1622,3312,78,73,148,3254
Brisbane Inner - West,30504,0,3,0,3,0,0,0,9,8,17,0,3,3,9,10,21,0,0,0,0,0,0,0,0,0,0,0,0,29,16,53,1058,1072,2129,133,131,263,1222,1222,2443,29,16,53,1064,1086,2146,133,131,263,1229,1232,2460,218,192,409,22351,22744,45092,104,113,217,22667,23052,45722,12,7,24,0,0,0,0,0,0,12,7,24,0,0,3,0,0,0,0,0,0,0,0,3,11,11,20,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,335,294,629,6,0,7,343,297,643,36,17,52,3040,2948,5984,16,14,25,3090,2976,6066,22,21,48,1464,1527,2994,7,15,22,1492,1565,3060,14,26,35,1560,1953,3521,3,4,7,1580,1983,3560,9,13,27,1501,1787,3290,8,9,17,1524,1813,3331,128,119,252,17389,18282,35669,57,54,114,17572,18458,36031,19,15,33,934,917,1849,7,9,14,960,940,1902,23,28,52,1704
Cairns - North,30601,3,26,16,45,0,0,0,39,39,80,15,13,26,59,56,110,0,0,0,0,0,0,0,0,0,0,0,0,53,62,117,2175,2366,4540,436,484,922,2665,2908,5571,56,71,124,2201,2375,4576,438,483,922,2691,2931,5626,933,924,1856,20547,20822,41370,147,143,288,21631,21883,43513,54,67,128,8,5,12,0,0,0,64,79,147,7,5,9,0,0,0,0,0,0,7,5,9,53,66,115,8,5,12,0,0,0,62,74,137,3,3,3,0,0,3,0,0,0,3,3,4,21,17,42,275,251,523,6,0,4,305,266,573,272,219,492,3283,3146,6429,31,33,63,3586,3398,6984,86,75,160,1092,1049,2142,9,10,19,1186,1132,2323,9,21,31,333,443,774,3,3,7,345,462,808,33,56,86,670,1397,2068,8,7,13,708,1459,2164,319,366,680,10138,11910,22041,53,60,109,10504,12326,22835,85,99,179,2024,1840,3872,16,12,26,2126,1953,4075,149,149,299,4200
Cairns - South,30602,44,95,77,170,3,0,0,65,66,131,32,38,69,99,107,208,0,0,0,0,0,0,0,0,0,0,0,0,509,531,1042,4113,3870,7978,1707,1608,3315,6325,6005,12332,527,561,1087,4165,3915,8080,1711,1616,3329,6406,6092,12496,4369,5032,9400,32915,32330,65242,346,357,699,37620,37717,75345,466,561,1032,10,10,21,3,3,6,484,579,1062,44,36,83,0,0,0,0,0,0,44,36,83,397,498,894,6,8,18,3,3,6,405,512,920,15,11,30,4,0,4,0,0,0,19,11,34,95,89,181,397,377,778,3,3,8,501,461,967,1260,1225,2487,4793,4546,9337,71,78,151,6124,5845,11968,305,320,616,1546,1571,3122,16,25,40,1860,1915,3778,27,70,99,457,633,1090,3,3,6,482,710,1191,91,224,311,1144,2245,3387,5,10,17,1241,2476,3716,1195,1640,2835,16151,18187,34337,101,126,225,17446,19954,37404,455,602,1056,3219,2799,6015,29,27,56,3701,3425,7128,751,1006,1760,8042
Innisfail - Cassowary Coast,30603,4,16,13,25,0,0,0,12,13,23,0,3,3,12,17,26,0,0,0,0,0,0,0,0,0,0,0,0,111,121,237,1831,1664,3499,270,210,480,2209,2003,4215,132,143,275,1861,1705,3567,273,212,488,2270,2057,4333,2420,2552,4973,11994,11038,23033,208,197,409,14624,13784,28408,214,208,419,5,0,3,0,0,0,215,210,419,8,7,20,0,0,0,0,0,0,8,12,17,176,173,341,5,0,3,0,0,0,177,172,344,14,16,27,0,0,0,0,0,0,14,16,27,37,32,70,92,78,172,3,0,5,130,110,243,641,579,1221,1457,1301,2760,42,29,69,2134,1916,4052,116,147,256,417,418,834,11,7,24,540,572,1112,3,15,22,65,88,157,3,3,9,72,110,185,18,64,82,164,379,541,5,4,10,184,445,632,505,553,1057,4142,4557,8701,55,67,118,4702,5173,9877,231,310,537,1137,943,2087,19,18,38,1392,1274,2665,559,578,1135,3549
Port Douglas - Daintree,30604,5,21,12,34,0,0,0,42,46,89,12,19,27,58,67,118,0,0,0,0,0,0,0,0,0,0,0,0,38,21,61,2415,2528,4949,676,768,1447,3129,3326,6458,40,25,66,2418,2535,4961,676,768,1447,3140,3331,6472,364,370,737,4327,4029,8358,70,56,126,4763,4464,9223,41,55,100,3,3,3,0,0,0,48,55,100,0,10,8,0,0,0,0,0,0,0,10,8,39,34,70,3,3,3,0,0,0,40,37,77,11,10,15,0,0,0,0,0,0,11,10,15,3,3,7,44,42,86,0,5,3,47,48,101,81,64,146,488,405,898,14,12,32,588,489,1075,17,22,43,112,119,232,4,4,9,137,142,278,0,7,8,11,30,45,0,0,0,18,33,52,3,10,18,73,164,236,0,0,0,76,173,250,86,105,185,1984,2193,4171,10,17,25,2077,2311,4391,35,34,74,426,429,851,8,3,10,468,468,938,76,85,162,1041
Tablelands (East) - Kuranda,30605,3,25,17,42,0,0,0,15,14,28,5,3,5,22,14,35,0,0,0,0,0,0,0,0,0,0,0,0,154,111,266,1361,1300,2661,212,192,399,1725,1606,3328,170,131,299,1401,1346,2750,212,195,406,1794,1667,3457,1689,1742,3425,14870,15170,30042,220,246,462,16774,17149,33930,46,59,101,0,0,3,3,3,7,49,61,112,0,5,5,0,0,0,0,0,0,0,3,3,42,54,93,0,0,3,3,0,0,49,52,97,9,11,19,0,0,0,0,0,0,9,11,22,27,25,43,143,134,272,6,3,6,172,153,325,426,407,830,1932,1787,3715,33,50,87,2389,2238,4628,86,106,197,553,609,1162,9,8,18,648,726,1371,12,5,13,55,137,191,0,0,0,61,143,206,15,64,82,188,533,725,0,10,11,204,608,818,300,324,624,5484,6343,11827,58,61,117,5845,6728,12570,133,158,293,1129,1125,2251,11,16,28,1280,1293,2573,308,381,690,4053
Darling Downs (West) - Maranoa,30701,11,13,8,16,0,0,0,13,14,29,4,0,4,15,14,27,0,0,0,0,0,0,0,0,0,0,0,0,145,83,225,3164,1472,4635,1555,376,1926,4865,1920,6784,155,84,238,3210,1515,4728,1558,379,1932,4918,1979,6894,1422,1506,2928,17564,16698,34259,234,215,455,19221,18416,37640,11,4,20,0,0,0,0,0,0,14,4,16,3,0,3,0,0,0,0,0,0,3,0,3,12,4,14,0,0,0,0,0,0,9,4,17,0,0,3,0,0,0,0,0,0,0,0,3,17,27,52,209,201,405,7,0,6,231,229,466,347,308,656,2433,2217,4648,45,31,76,2821,2552,5373,65,69,139,617,604,1219,4,11,9,687,681,1372,0,14,18,90,160,249,0,3,0,94,178,265,17,42,64,222,594,820,0,0,4,245,640,883,200,301,509,5435,6839,12277,60,57,123,5698,7200,12900,75,122,198,1173,1035,2206,8,8,11,1258,1161,2418,316,319,634,4813
Darling Downs - East,30702,3,6,0,8,0,0,0,5,0,4,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,72,51,114,895,713,1611,137,90,229,1106,851,1956,77,54,134,939,756,1694,147,91,235,1162,904,2066,1028,1037,2061,17603,17311,34915,210,207,425,18844,18557,37404,4,10,14,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,0,0,0,4,10,14,6,8,7,0,0,0,0,0,0,6,8,7,26,21,50,196,209,401,10,4,11,229,228,460,283,277,561,2453,2368,4824,37,38,77,2774,2689,5457,73,69,138,719,722,1440,7,8,17,800,791,1591,3,5,6,115,170,286,0,5,5,120,175,296,15,31,48,236,568,801,3,3,9,257,608,857,145,205,354,5105,6264,11373,43,42,84,5293,6513,11803,58,79,136,1116,1126,2247,12,12,28,1188,1225,2408,218,197,415,5148
Granite Belt,30703,3,7,7,10,0,0,0,3,5,8,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,48,40,88,849,754,1599,128,103,224,1026,889,1915,53,40,90,894,789,1679,128,104,230,1073,932,1999,790,849,1641,16736,17096,33835,245,234,484,17770,18186,35957,0,5,6,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,4,8,3,3,5,0,0,0,0,0,0,3,3,5,15,16,33,157,136,288,3,0,3,174,154,328,218,190,414,2258,2086,4339,46,30,74,2519,2309,4824,59,48,108,759,696,1447,13,7,20,833,749,1579,3,13,14,88,156,245,3,3,5,98,165,266,7,32,40,209,559,772,3,4,4,225,599,825,135,166,304,5150,6238,11387,50,61,103,5336,6463,11797,64,61,127,1195,1131,2330,16,9,28,1276,1210,2486,128,161,292,4804
Central Highlands (Qld),30801,0,0,3,8,0,0,0,10,11,21,0,0,0,10,11,21,0,0,0,0,0,0,0,0,0,0,0,0,104,70,169,2846,1357,4199,1618,282,1902,4566,1703,6271,109,72,179,2864,1371,4235,1615,282,1899,4590,1723,6319,970,970,1940,11465,10448,21908,124,126,248,12554,11545,24101,47,41,85,0,0,0,0,0,0,47,41,85,0,0,0,0,0,0,0,0,0,0,0,0,39,39,77,0,0,0,0,0,0,39,39,77,7,6,16,0,0,0,0,0,0,8,6,15,16,25,41,181,176,359,4,0,3,196,202,396,222,219,444,1812,1686,3498,23,29,50,2058,1936,3991,45,49,96,437,366,802,5,9,14,491,418,907,4,3,11,63,92,159,0,0,0,71,97,173,4,13,21,193,490,683,0,0,0,201,506,703,171,192,366,4037,4580,8616,37,43,77,4238,4816,9055,83,90,169,888,771,1657,3,14,14,974,871,1845,231,221,450,2930
Rockhampton,30803,3,11,16,29,0,0,0,25,32,54,6,9,13,29,34,66,0,0,0,0,0,0,0,0,0,0,0,0,245,185,428,3341,2984,6325,619,484,1106,4206,3659,7856,261,196,456,3409,3059,6470,625,491,1111,4293,3742,8034,3350,3601,6952,46208,47143,93351,546,601,1147,50100,51341,101446,55,76,134,0,0,0,0,0,0,55,80,136,4,3,5,0,0,0,0,0,0,4,3,5,45,74,117,0,0,0,0,0,0,51,74,122,25,27,48,0,0,0,0,0,0,25,27,48,48,74,115,423,477,903,7,0,11,483,547,1031,867,851,1720,6557,5973,12536,99,89,190,7524,6918,14442,212,269,477,2215,2294,4514,27,36,61,2456,2601,5056,29,54,81,535,845,1382,10,3,9,576,895,1473,46,135,178,1034,2068,3105,4,15,18,1086,2218,3298,739,906,1638,16498,19089,35593,113,124,241,17347,20121,37470,246,311,553,3500,3255,6754,22,42,64,3766,3607,7371,610,673,1280,11963
Biloela,30804,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,13,53,1051,451,1501,365,94,458,1456,553,2012,46,13,55,1066,465,1529,365,94,458,1475,567,2045,259,287,545,6062,5722,11782,78,70,147,6394,6078,12468,3,4,3,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,4,4,3,0,3,3,0,0,0,0,0,0,0,3,3,6,4,13,71,78,142,0,0,0,75,84,157,55,55,110,902,839,1740,23,11,25,977,907,1883,7,8,15,183,201,380,0,3,7,190,215,403,0,0,3,32,60,91,0,0,0,34,60,100,4,10,13,100,190,297,0,0,0,109,199,308,54,74,133,1857,2243,4104,10,23,25,1920,2339,4261,14,24,39,450,380,828,6,9,11,469,412,880,43,48,92,1701
Gladstone,30805,6,14,6,25,0,0,0,10,13,24,3,0,4,13,19,28,0,0,0,0,0,0,0,0,0,0,0,0,124,78,198,2662,1835,4499,482,242,728,3269,2154,5423,125,78,200,2704,1870,4575,485,243,730,3310,2192,5504,1211,1228,2438,25927,24451,50372,216,251,460,27352,25925,53274,12,14,25,0,0,0,0,0,0,12,14,25,0,4,4,0,0,0,0,0,0,0,4,4,12,14,19,0,0,0,0,0,0,12,14,19,7,7,13,0,0,0,0,0,0,7,7,13,30,23,48,321,308,626,7,6,10,347,334,682,275,277,549,3954,3848,7798,58,54,114,4279,4179,8465,78,83,160,1126,1054,2175,9,8,21,1211,1139,2359,3,14,21,185,314,497,0,4,3,197,328,520,17,49,65,438,1181,1621,0,5,3,455,1236,1698,266,302,571,9300,10072,19369,44,59,102,9612,10431,20046,96,92,188,2522,2099,4616,23,17,45,2641,2208,4854,239,267,511,6989
Broadbeach - Burleigh,30901,3,11,8,16,0,0,0,46,54,100,23,25,47,72,79,147,0,0,0,0,0,0,0,0,0,0,0,0,45,44,85,3008,3233,6236,914,1027,1940,3958,4306,8264,45,41,85,3037,3275,6311,917,1028,1942,3997,4352,8346,343,343,683,23998,25187,49187,151,210,361,24491,25737,50228,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,3,11,15,292,321,607,0,3,8,294,330,628,45,53,99,2716,2602,5314,29,24,51,2784,2677,5466,14,10,28,991,1008,1997,5,11,17,1010,1037,2043,13,19,35,511,678,1192,3,0,3,527,697,1224,9,24,34,933,1423,2355,3,4,8,952,1444,2395,123,140,261,13555,14659,28215,66,76,139,13740,14875,28616,27,17,44,2071,2057,4131,20,19,39,2116,2094,4210,82,63,145,4962
Coolangatta,30902,0,10,8,18,0,0,0,40,56,99,7,11,15,44,67,111,0,0,0,0,0,0,0,0,0,0,0,0,38,35,73,2404,2647,5045,429,445,874,2871,3125,5994,38,35,74,2442,2672,5110,428,451,881,2908,3155,6064,572,581,1154,21960,22952,44915,167,202,375,22703,23744,46444,11,5,18,0,0,0,0,0,0,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,8,5,15,7,0,4,0,0,0,0,0,0,7,0,4,9,14,20,261,270,530,0,3,8,270,291,561,122,120,243,2713,2407,5127,29,30,57,2864,2557,5422,40,32,78,1015,974,1992,4,11,16,1063,1022,2085,18,19,36,316,486,802,0,0,6,333,502,841,24,24,51,613,1043,1654,0,7,5,634,1077,1709,161,162,329,9841,10974,20817,52,68,124,10059,11209,21268,41,48,87,1796,1746,3537,17,14,34,1848,1809,3663,130,126,255,5312
Gold Coast - North,30903,0,10,9,18,0,0,0,3,5,10,0,0,0,3,5,12,0,0,0,3,0,5,0,0,0,3,0,5,33,26,59,1188,1291,2474,156,186,341,1377,1498,2877,33,26,59,1223,1336,2556,154,192,343,1414,1545,2963,488,517,1001,24047,26272,50323,214,241,457,24754,27029,51787,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,3,0,4,0,0,0,0,0,0,5,0,5,15,13,24,307,284,594,0,3,3,323,295,617,101,90,187,2750,2593,5344,36,21,55,2886,2707,5587,36,46,82,1061,1147,2209,13,7,14,1107,1195,2302,16,10,27,695,788,1483,3,6,12,713,811,1520,12,24,38,814,1359,2169,4,7,17,833,1389,2221,130,144,272,12674,14152,26829,82,93,174,12884,14383,27267,46,44,87,2239,2326,4566,15,14,29,2298,2383,4683,115,138,246,5916
