ogc_fid,objectid_1,playarea_id,iams_id,parent_playground_name,parent_playground_iams_id,division_name,upgrade_year,equipment_replacement_cost,surface_type,surface_location,surface_area,other_surface_type,other_surface_location,other_surface_area,edging_type,fencing_type,access_description,all_access,age_range_0_to_3,age_range_4_to_7,age_range_8_to_12,age_range_13_plus,balance,bridge,bar,climber,cubby,combination_unit,flying_fox,fort,goal,panal,rocker,rotation,sculpture,slide,sound,swing,track_glide,sand_element,exercise_element,vehicle,total_structures,comments,feature_type,operational,area,perimeter,latitude,longitude,feature_type_code,create_date,feature_instance_metadata_id,objectid,natural_element,shape_length,shape_area
200,133,470,PLAR228,FLINDERS WAY,PLGR198,GRIFFITH,2005.0,90000.0,TANBARK,NORTH SUPPORT POST AT SLIDE,200.0,NONE,1M TO THE SOUTH INSIDE THE CLIMBER,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, CLIMBER NET, ACTIVITY PANEL, ANGLED CAROUSEL, AND SPINNING POLES.",PLAY AREA,,264.84430718834204,63.1686830548,,,20,,,132,0,63.1669770584587,264.844511051764
201,134,471,PLAR229,FLINDERS WAY,PLGR198,GRIFFITH,1980.0,20000.0,TANBARK,SOUTH POST AT LADDER,50.0,NONE,UNDER CENTRE OF MONKEY BARS,,CONCRETE,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONTAINS MONKEY BARS,PLAY AREA,,41.6546048656826,28.286224080500002,,,20,,,133,0,28.2855189541982,41.6547556350763
202,150,56,PLAR263,CREMONE PLACE,PLGR219,CONDER,1995.0,48000.0,TANBARK,AT SCALE ROCKER,560.0,NONE,WEST OF SLIDE,,PAVERS,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CONTAINS COMBINATION UNIT, SCALE ROCKER AND ROCKERS.",PLAY AREA,,366.213111588453,77.0826963977,,,20,,,209,0,77.07949538028191,366.21260072943704
203,151,57,PLAR264,MONTIFIORE CRESCENT,PLGR220,CONDER,1995.0,52000.0,TANBARK,SOUTH EAST POST AT CURVED SLIDE,150.0,NONE,AT WEST FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,210.944744388495,63.5739607828,,,20,,,210,0,63.571354864781505,210.944696366308
204,152,58,PLAR266,DIXSON CRESCENT,PLGR222,CONDER,1995.0,50000.0,TANBARK,EAST POST AT STRAIGHT SLIDE,280.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,89.96042898690278,36.1990742113,,,20,,,211,0,36.197436739182,89.96088359629829
205,153,59,PLAR268,MCPHAIL PLACE,PLGR224,FADDEN,1985.0,33000.0,TANBARK,NORTHWEST POST AT SLIDE,130.0,NONE,UNDER FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWING AND CAROUSEL.",PLAY AREA,,184.053435002247,59.366985881000005,,,20,,,212,0,59.3649079358092,184.052833770059
206,154,60,PLAR269,BERTRAM STREET,PLGR225,FADDEN,1990.0,42000.0,TANBARK,NORTHEAST POST AT SLIDE,160.0,NONE,UNDER CENTRE OF TRACKGLIDE,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,162.00490957237102,50.518752284399994,,,20,,,213,0,50.5168653369821,162.005021764166
207,155,61,PLAR272,FADDEN PINES DISTRICT PARK,PLGR228,FADDEN,2010.0,60500.0,TANBARK,"BASE POST, NORTHEAST SIDE",250.0,NONE,NORTH SIDE UNDERNEATH EXTREME HEIGHT,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONTAINS OVERHEAD SPINNER,PLAY AREA,,331.720074769015,72.787693731,,,20,,,214,0,72.7852857739204,331.719909279303
208,156,62,PLAR274,FADDEN PINES DISTRICT PARK,PLGR228,FADDEN,2008.0,100000.0,TANBARK,AT YELLOW SUPPORT POST,300.0,NONE,03M FROM NORTHWEST CORNER,,CONCRETE,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS LARGE CLIMBING NET STRUCTURE.,PLAY AREA,,250.55953599256802,56.339922643,,,20,,,215,0,56.3380438907235,250.559723082243
209,157,63,PLAR275,PARNELL PLACE,PLGR229,FADDEN,1990.0,13000.0,TANBARK,NORTH WEST SWING FRAME POST,85.0,NONE,UNDER FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"CONTAINS SWING, PARALLEL BARS AND ROCKER.",PLAY AREA,,118.70046739473,42.5981551714,,,20,,,216,0,42.59666512684021,118.70049233132299
210,158,64,PLAR276,MEESON STREET,PLGR230,CHISHOLM,1990.0,40000.0,TANBARK,NORTH WEST POST AT SLIDE,165.0,NONE,UNDER TYRE SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,157.56568036835898,50.5772720234,,,20,,,217,0,50.5756237657127,157.565922745809
211,172,48,PLAR255,WILSON CRESCENT,PLGR212,BANKS,1998.0,21000.0,TANBARK,AT TALLEST STEPPING MUSHROOM,320.0,NONE,BETWEEN SWINGS AND ROCKER,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWINGS, ROCKER AND BALANCE STEPS.",PLAY AREA,,222.004669252279,65.0350828639,,,20,,,163,0,65.0324087584899,222.0047123419
212,173,49,PLAR256,MENZIES COURT,PLGR213,BANKS,1995.0,31000.0,TANBARK,SOUTHEAST POST AT SLIDE,125.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWING, ROCKER AND BALANCE BEAM.",PLAY AREA,,147.114655681941,51.2284203745,,,20,,,164,0,51.2260695299494,147.114658872431
230,228,168,PLAR408,MOUNTAIN CIRCUIT,PLGR323,CALWELL,1985.0,42000.0,TANBARK,SOUTH EAST POST AT TUNNEL SLIDE,195.0,NONE,UNDER EAST FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, CURVED CLIMBER AND ROCKER.",PLAY AREA,,189.612071863674,55.371324736800005,,,20,,,237,0,55.3691990683257,189.61226552591998
213,184,461,PLAR215,WILLIAM STREET - PEDESTRIAN PARKLAND,PLGR188,OAKS ESTATE,2008.0,13000.0,TANBARK,AT POST OF OVERHEAD SPINNER,100.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,PARTIAL,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING AND OVERHEAD SPINNER.,PLAY AREA,,112.614341379902,53.69062835729999,,,20,,,175,0,53.691310498383,112.61383265889098
214,185,462,PLAR217,CARNEGIE CRESCENT - PEDESTRIAN PARKLAND,PLGR189,NARRABUNDAH,1985.0,8000.0,TANBARK,NORTH SUPPORT POST OF SWING FRAME,60.0,NONE,UNDERNEATH WEST FLAT SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING.,PLAY AREA,,74.9769158139329,35.031778909699995,,,20,,,176,0,35.031101030034,74.977673989179
215,186,463,PLAR218,CARNEGIE CRESCENT - PEDESTRIAN PARKLAND,PLGR189,NARRABUNDAH,1985.0,40000.0,TANBARK,NORTH SUPPORT POST AT TUNNEL SLIDE,80.0,NONE,UNDERNEATH STRAP SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,98.6615870592285,40.007732374,,,20,,,177,0,40.0068123227456,98.66212959491259
216,192,79,PLAR294,RUSSEL DRYSDALE CRESCENT,PLGR244,CONDER,1990.0,42000.0,TANBARK,SOUTH POST AT CURVED SLIDE,80.0,NONE,1M EAST OF FIRE POLE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,109.074394250058,39.1778095386,,,20,,,183,0,39.1761453883168,109.074472276923
217,194,81,PLAR297,COCKROFT AVENUE,PLGR247,MONASH,1985.0,25000.0,TANBARK,NORTH WEST POST AT SLIDE,115.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT AND CAROUSEL.,PLAY AREA,,116.051416539632,39.4530022278,,,20,,,185,0,39.451213909816104,116.05128460440201
218,202,105,PLAR327,BILLSON PLACE,PLGR270,WANNIASSA,2000.0,38000.0,TANBARK,EAST SUPPORT POST AT SLIDE,190.0,NONE,UNDERNEATH CRADLE SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND SPINNING POLES.",PLAY AREA,,221.249046323172,58.5723598855,,,20,,,193,0,58.5698071117257,221.248791482593
219,204,108,PLAR330,HALFREY CIRCUIT (ATA STYLES PL),PLGR273,WANNIASSA,2000.0,52000.0,TANBARK,NORTH EAST SUPPORT POST AT SLIDE,200.0,NONE,UNDERNEATH CRADLE SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,"CONTAINS COMBINATION UNIT, SWING AND ROCKERS.",PLAY AREA,,247.06614634081,58.895639536000004,,,20,,,195,0,58.892911530521296,247.066045014693
220,206,107,PLAR329,WHITEMAN STREET,PLGR272,WANNIASSA,1985.0,10000.0,TANBARK,SOUTH WEST SUPPORT POST OF SWING FRAME,50.0,NONE,UNDERNEATH NORTH STRAP SWING SEAT,,MIXED,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,CONTAINS SWING AND ROCKER.,PLAY AREA,,69.77465040404411,29.921978777399996,,,20,,,197,0,29.920676922597604,69.7747665949009
221,217,55,PLAR262,CREMONE PLACE,PLGR219,CONDER,2005.0,20000.0,TANBARK,EAST SUPPORT POST,480.0,NONE,NORTH SIDE OF NET CLIMBER,,NONE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONTAINS SPACENET CLIMBER.,PLAY AREA,,336.827306415102,65.8763755282,,,20,,,208,0,65.8736725298444,336.827185258489
222,218,65,PLAR278,HEAGNEY CRESCENT,PLGR232,CHISHOLM,1990.0,43000.0,TANBARK,SOUTH POST AT SLIDE,250.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT AND PARALLEL BARS.,PLAY AREA,,226.632213859137,53.9532061053,,,20,,,218,0,53.951723180902796,226.632656159673
223,219,66,PLAR279,DALYELL STREET,PLGR233,CHISHOLM,1990.0,40000.0,TANBARK,UNDER CENTRE OF TRACK GLIDE,225.0,NONE,UNDER TYRE SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,233.234786395406,61.0990907012,,,20,,,219,0,61.0967520667124,233.233534956276
224,221,67,PLAR280,ALSTON STREET,PLGR234,CHISHOLM,1990.0,72000.0,TANBARK,SOUTH WEST POST AT SLIDE,310.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"CONTAINS 2 COMBINATION UNITS, SWING AND ROCKERS.",PLAY AREA,,310.903126935305,62.90893616020001,,,20,,,221,0,62.90676211159099,310.902749531218
225,222,68,PLAR281,KIRKCALDIE CIRCUIT,PLGR235,CHISHOLM,1990.0,44000.0,TANBARK,NORTH POST AT STRAIGHT SLIDE AND TUNNEL SLIDE,120.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CONTAINS COMBINATION UNIT, CLIMBER AND ROCKERS.",PLAY AREA,,118.394746987222,42.8180628475,,,20,,,222,0,42.8164859673199,118.394252241934
226,223,69,PLAR282,PROCTOR STREET,PLGR236,CHISHOLM,1990.0,30000.0,TANBARK,NORTH WEST POST AT SLIDE,200.0,NONE,UNDER WEST FLAT SWING SEAT,,CONCRETE,NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,203.819333173935,51.0074533521,,,20,,,223,0,51.0059106083923,203.81967210534802
227,224,70,PLAR283,HEAGNEY CRESCENT,PLGR237,GILMORE,2005.0,15000.0,TANBARK,NORTH EAST SWING FRAME POST,80.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"CONTAINS SWING, SPINNING POLE AND RUBBER FROG.",PLAY AREA,,102.604872937906,37.060846159200004,,,20,,,224,0,37.0598125019602,102.604969190075
228,225,71,PLAR284,HOGUE PLACE,PLGR238,GILMORE,2004.0,18000.0,TANBARK,NORTH EAST SWING FRAME POST,200.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING AND SPINNING POLES.,PLAY AREA,,138.585493758398,42.901103757,,,20,,,225,0,42.9000205313644,138.585566597103
229,227,167,PLAR407,BECKETT STREET,PLGR322,CALWELL,1985.0,40000.0,TANBARK,NORTH EAST POST AT SLIDE,265.0,NONE,UNDER WEST FLAT SWING SEAT,,NONE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,306.60166353736,79.2913622917,,,20,,,236,0,79.28803560682749,306.602264526608
353,145,332,PLAR108,O'SULLIVAN STREET,PLGR94,HIGGINS,1985.0,8000.0,TANBARK,NORTH SUPPORT POST OF SWING FRAME,35.0,NONE,UNDERNEATH EAST SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWING,PLAY AREA,,29.534035692217802,21.7853394382,,,20,,,101,0,21.7839242993082,29.5342822804912
232,232,172,PLAR413,BAYLY PLACE,PLGR327,MACARTHUR,2011.0,24000.0,RUBBER,NORTH WEST POST AT SLIDE,130.0,NONE,UNDER TYRE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,SE AREA. CONTAINS OLD COMBINATION UNIT AND ROCKERS.,PLAY AREA,,234.180368013338,63.658721305600004,,,20,,,241,0,63.6567701318622,234.18017150466702
233,235,178,PLAR423,WRAY PLACE,PLGR334,GOWRIE,1980.0,8000.0,TANBARK,WEST SWING FRAME POST,50.0,NONE,UNDER SOUTH FLAT SWING SEAT,,CONCRETE,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,CONTAINS SWINGS.,PLAY AREA,,72.27356374115409,30.3322852836,,,20,,,244,0,30.3311370200633,72.2735902917166
234,236,179,PLAR424,WEATHERS STREET,PLGR335,GOWRIE,1987.0,25000.0,TANBARK,NORTH WEST POST AT SLIDE,115.0,NONE,UNDER TODDLER SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND CAROUSEL.,PLAY AREA,,114.476208609596,39.5640009435,,,20,,,245,0,39.5626283863078,114.47660116025801
235,240,184,PLAR428,DENNIS STREET,PLGR339,GARRAN,1990.0,18000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,105.0,NONE,UNDER NORTH FLAT SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,CONTAINS COMBINATION UNIT AND SWING.,PLAY AREA,,129.21334898492202,46.765102575,,,20,,,249,0,46.763126813578396,129.212647049535
236,241,185,PLAR429,HENDERSON STREET,PLGR340,GARRAN,1985.0,20000.0,TANBARK,NORTH WEST POST AT SLIDE,80.0,NONE,UNDERNEATH CRADLE SWING SEAT,,RUBBER,NONE,NO PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,150.840777910257,54.9637005191,,,20,,,250,0,54.9616875057708,150.841355626507
237,242,186,PLAR431,BISDEE STREET,PLGR342,HUGHES,1985.0,30000.0,TANBARK,NORTH SUPPORT POST AT TUNNEL SLIDE,300.0,NONE,UNDERNEATH NORTH FLAT SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,264.608199799445,66.4827867944,,,20,,,251,0,66.4799111957934,264.608299369886
238,243,187,PLAR432,MCNICOLL STREET,PLGR343,HUGHES,1985.0,15000.0,TANBARK,WEST SUPPORT POST AT SLIDE LADDER,110.0,NONE,UNDERNEATH NORTH FLAT SWING SEAT,,NONE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,"CONTAINS SLIDE, SWING AND ROCKER.",PLAY AREA,,73.38446278595471,44.3204844226,,,20,,,252,0,44.318523633039895,73.3842932919833
239,244,188,PLAR433,GOBLE STREET,PLGR344,HUGHES,1990.0,30000.0,TANBARK,NORTH WEST SUPPORT POST AT SLIDE,270.0,NONE,UNDERNEATH CRADLE SWING SEAT CENTRE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,270.345036159975,68.2185574293,,,20,,,253,0,68.21571802003061,270.345275647477
240,246,86,PLAR304,ALABASTER STREET,PLGR252,MONASH,2000.0,59000.0,TANBARK,SOUTH EAST POST AT SLIDE,300.0,NONE,UNDER TODDLER SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,6,"CONTAINS COMBINATION UNIT, SWING, POMMEL WALK BRIDGE, TRACKGLIDE AND ROCKERS.",PLAY AREA,,314.089004466542,69.64195691260001,,,20,,,273,0,69.6387551831509,314.088246221934
241,247,87,PLAR307,VICTOR PLACE,PLGR254,MONASH,1995.0,50000.0,TANBARK,SOUTH SUPPORT POST AT SLIDE,215.0,NONE,UNDER TODDLER SWING SEAT,,TIMBER (SLEEPER),NONE,GRAVEL PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,255.63662746647302,63.272277781999996,,,20,,,274,0,63.26950444527821,255.636680275924
242,250,91,PLAR311,VIDAL STREET,PLGR257,RICHARDSON,1985.0,22000.0,TANBARK,NORTH EAST POST AT SLIDE,155.0,NONE,UNDER TYRE SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,162.129521195452,50.01281681020001,,,20,,,277,0,50.0111258500162,162.129265062609
243,251,92,PLAR312,CHAUNCY CRESCENT,PLGR258,RICHARDSON,1990.0,20000.0,TANBARK,EAST POST AT SLIDE,80.0,NONE,UNDER FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,80.5194033462909,31.994134530300002,,,20,,,278,0,31.9929879814268,80.5195199758312
244,252,93,PLAR313,CLIFT CRESCENT,PLGR259,RICHARDSON,1990.0,30000.0,TANBARK,SOUTH EAST POST AT STRAIGHT SLIDE,340.0,NONE,UNDER EAST FLAT SWING SEAT,,CONCRETE,PARTIAL,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"CONTAINS COMBINATION UNIT, SWING AND ROCKER.",PLAY AREA,,236.798021403156,66.58212684979999,,,20,,,279,0,66.5798964716806,236.798600212012
245,253,94,PLAR316,LOUIS LODER STREET,PLGR261,THEODORE,1985.0,24000.0,TANBARK,NORTH WEST POST AT SLIDE,155.0,NONE,1M SOUTH OF FIRE POLE,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,129.210578420121,49.0761338191,,,20,,,280,0,49.0742138896121,129.210667254368
246,254,95,PLAR317,LAWRENCE WACKETT CRESCENT,PLGR262,THEODORE,1990.0,44000.0,TANBARK,SOUTH EAST POST AT SLIDE,195.0,NONE,UNDER SOUTH SWING SEAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,CONTAINS COMBINATION UNIT AND ROCKERS.,PLAY AREA,,226.21116441925,55.4153335519,,,20,,,281,0,55.4135573389771,226.211705713038
247,265,164,PLAR404,SAMUEL CLOSE,PLGR319,CALWELL,1985.0,22000.0,TANBARK,SOUTH EAST POST AT STRAIGHT SLIDE,200.0,NONE,UNDER TODDLER SWING SEAT,,TIMBER (SLEEPER),NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,CONTAINS COMBINATION UNIT AND ROCKER.,PLAY AREA,,185.45472234429798,49.707079658699996,,,20,,,265,0,49.705256458349,185.454831147354
248,266,165,PLAR405,WERE STREET,PLGR320,CALWELL,1985.0,80000.0,TANBARK,SOUTH POST AT STRAIGHT SLIDE,350.0,NONE,UNDER TYRE SWING SEAT,,TIMBER (SLEEPER),NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CONTAINS 2 COMBINATION UNITS.,PLAY AREA,,416.25556674841204,81.0939041688,,,20,,,266,0,81.09087847994358,416.255344607899
249,267,166,PLAR406,CASEY CRESCENT,PLGR321,CALWELL,1985.0,52000.0,TANBARK,SOUTH WEST POST AT SLIDE,155.0,NONE,UNDER EAST FLAT SWING EAT,,CONCRETE,NONE,NO PATH,,YES,YES,YES,YES,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,CONTAINS 2 COMBINATION UNITS AND ROCKER.,PLAY AREA,,188.99028251729197,48.9761584221,,,20,,,267,0,48.9744099764823,188.99030692931998
250,290,96,PLAR318,CHIPPINDALL CIRCUIT,PLGR263,THEODORE,2000.0,64000.0,TANBARK,SOUTH WEST POST AT SLIDE,205.0,NONE,UNDER SOUTH FLAT SWING SEAT,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,7,"CONTAINS COMBINATION UNIT, SWING, SPINNING POLES AND ROCKERS.",PLAY AREA,,231.303657754668,61.1371191532,,,20,,,282,0,61.1351497935712,231.30405752983398
251,292,97,PLAR319,SCANTLEBURY CRESCENT,PLGR264,THEODORE,1990.0,26000.0,TANBARK,SOUTH SUPPORT POST UNDERNEATH WELCOME SIGN,300.0,NONE,ONE METRE SOUTH OF SLIDE,,CONCRETE,NONE,SEALED PATH,,NO,NO,NO,NO,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,"CONTAINS COMBINATION UNIT, LOG ROLLER AND CAROUSEL.",PLAY AREA,,202.509410346472,61.1895057545,,,20,,,284,0,61.1874794173697,202.509687215672
252,293,98,PLAR320,SCANTLEBURY CRESCENT,PLGR264,THEODORE,1990.0,2000.0,TANBARK,,60.0,NONE,,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,CONTAINS ROCKER.,PLAY AREA,,57.971138029075,50.1485053129,,,20,,,285,0,50.146770353583406,57.9705990715616
253,294,99,PLAR321,DYETT CIRCUIT,PLGR265,THEODORE,1985.0,20000.0,TANBARK,WEST POST AT SLIDE,115.0,NONE,END OF SLIDE,,CONCRETE,NONE,SEALED PATH,,YES,YES,YES,YES,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONTAINS COMBINATION UNIT.,PLAY AREA,,196.669505534718,55.9465212872,,,20,,,286,0,55.9445959050825,196.669584742588
