lga_name_2016,lga_code_2016,m_pode_pode_nfd_mng,m_pode_pode_nfd_pro,m_pode_pode_nfd_ttw,m_pode_pode_nfd_cps,m_pode_pode_nfd_ca,m_pode_pode_nfd_sal,m_pode_pode_nfd_mod,m_pode_pode_nfd_lab,m_pode_pode_nfd_idns,m_pode_pode_nfd_tot,m_pode_doctde_mng,m_pode_doctde_pro,m_pode_doctde_ttw,m_pode_doctde_cps,m_pode_doctde_ca,m_pode_doctde_sal,m_pode_doctde_mod,m_pode_doctde_lab,m_pode_doctde_idns,m_pode_doctde_tot,m_pode_masde_mng,m_pode_masde_pro,m_pode_masde_ttw,m_pode_masde_cps,m_pode_masde_ca,m_pode_masde_sal,m_pode_masde_mod,m_pode_masde_lab,m_pode_masde_idns,m_pode_masde_tot,m_grdigrcer_grdigrcernfd_mng,m_grdigrcer_grdigrcernfd_pro,m_grdigrcer_grdigrcernfd_ttw,m_grdigrcer_grdigrcernfd_cps,m_grdigrcer_grdigrcernfd_ca,m_grdigrcer_grdigrcernfd_sal,m_grdigrcer_grdigrcernfd_mod,m_grdigrcer_grdigrcernfd_lab,m_grdigrcer_grdigrcernfd_idns,m_grdigrcer_grdigrcernfd_tot,m_grdi_grcer_grdi_mng,m_grdi_grcer_grdi_pro,m_grdi_grcer_grdi_ttw,m_grdi_grcer_grdi_cps,m_grdi_grcer_grdi_ca,m_grdi_grcer_grdi_sal,m_grdi_grcer_grdi_mod,m_grdi_grcer_grdi_lab,m_grdi_grcer_grdi_idns,m_grdi_grcer_grdi_tot,m_grdi_grcer_gradcer_mng,m_grdi_grcer_gradcer_pro,m_grdi_grcer_gradcer_ttw,m_grdi_grcer_gradcer_cps,m_grdi_grcer_gradcer_ca,m_grdi_grcer_gradcer_sal,m_grdi_grcer_gradcer_mod,m_grdi_grcer_gradcer_lab,m_grdi_grcer_gradcer_idns,m_grdi_grcer_gradcer_tot,m_bade_bade_mng,m_bade_bade_pro,m_bade_bade_ttw,m_bade_bade_cps,m_bade_bade_ca,m_bade_bade_sal,m_bade_bade_mod,m_bade_bade_lab,m_bade_bade_idns,m_bade_bade_tot,m_advdi_di_advdi_di_nfd_mng,m_advdi_di_advdi_di_nfd_pro,m_advdi_di_advdi_di_nfd_ttw,m_advdi_di_advdi_di_nfd_cps,m_advdi_di_advdi_di_nfd_ca,m_advdi_di_advdi_di_nfd_sal,m_advdi_di_advdi_di_nfd_mod,m_advdi_di_advdi_di_nfd_lab,m_advdi_di_advdi_di_nfd_idns,m_advdi_di_advdi_di_nfd_tot,m_advdi_di_advdi_asde_mng,m_advdi_di_advdi_asde_pro,m_advdi_di_advdi_asde_ttw,m_advdi_di_advdi_asde_cps,m_advdi_di_advdi_asde_ca,m_advdi_di_advdi_asde_sal,m_advdi_di_advdi_asde_mod,m_advdi_di_advdi_asde_lab,m_advdi_di_advdi_asde_idns,m_advdi_di_advdi_asde_tot,m_advdi_di_dip_mng,m_advdi_di_dip_pro,m_advdi_di_dip_ttw,m_advdi_di_dip_cps,m_advdi_di_dip_ca,m_advdi_di_dip_sal,m_advdi_di_dip_mod,m_advdi_di_dip_lab,m_advdi_di_dip_idns,m_advdi_di_dip_tot,m_cert_certiii_iv_mng,m_cert_certiii_iv_pro,m_cert_certiii_iv_ttw,m_cert_certiii_iv_cps,m_cert_certiii_iv_ca,m_cert_certiii_iv_sal,m_cert_certiii_iv_mod,m_cert_certiii_iv_lab,m_cert_certiii_iv_idns,m_cert_certiii_iv_tot,m_cert_certi_ii_mng,m_cert_certi_ii_pro,m_cert_certi_ii_ttw,m_cert_certi_ii_cps,m_cert_certi_ii_ca,m_cert_certi_ii_sal,m_cert_certi_ii_mod,m_cert_certi_ii_lab,m_cert_certi_ii_idns,m_cert_certi_ii_tot,m_cert_cert_nfd_mng,m_cert_cert_nfd_pro,m_cert_cert_nfd_ttw,m_cert_cert_nfd_cps,m_cert_cert_nfd_ca,m_cert_cert_nfd_sal,m_cert_cert_nfd_mod,m_cert_cert_nfd_lab,m_cert_cert_nfd_idns,m_cert_cert_nfd_tot,m_le_id_mng,m_le_id_pro,m_le_id_ttw,m_le_id_cps,m_le_id_ca,m_le_id_sal,m_le_id_mod,m_le_id_lab,m_le_id_idns,m_le_id_tot,m_le_ns_mng,m_le_ns_pro,m_le_ns_ttw,m_le_ns_cps,m_le_ns_ca,m_le_ns_sal,m_le_ns_mod,m_le_ns_lab,m_le_ns_idns,m_le_ns_tot,m_tot_mng,m_tot_pro,m_tot_ttw,m_tot_cps,m_tot_ca,m_tot_sal,m_tot_mod,m_tot_lab,m_tot_idns,m_tot_tot,f_pode_pode_nfd_mng,f_pode_pode_nfd_pro,f_pode_pode_nfd_ttw,f_pode_pode_nfd_cps,f_pode_pode_nfd_ca,f_pode_pode_nfd_sal,f_pode_pode_nfd_mod,f_pode_pode_nfd_lab,f_pode_pode_nfd_idns,f_pode_pode_nfd_tot,f_pode_doctde_mng,f_pode_doctde_pro,f_pode_doctde_ttw,f_pode_doctde_cps,f_pode_doctde_ca,f_pode_doctde_sal,f_pode_doctde_mod,f_pode_doctde_lab,f_pode_doctde_idns,f_pode_doctde_tot,f_pode_masde_mng,f_pode_masde_pro,f_pode_masde_ttw,f_pode_masde_cps,f_pode_masde_ca,f_pode_masde_sal,f_pode_masde_mod,f_pode_masde_lab,f_pode_masde_idns,f_pode_masde_tot,f_grdigrcer_grdigrcernfd_mng,f_grdigrcer_grdigrcernfd_pro,f_grdigrcer_grdigrcernfd_ttw,f_grdigrcer_grdigrcernfd_cps,f_grdigrcer_grdigrcernfd_ca,f_grdigrcer_grdigrcernfd_sal,f_grdigrcer_grdigrcernfd_mod,f_grdigrcer_grdigrcernfd_lab,f_grdigrcer_grdigrcernfd_idns,f_grdigrcer_grdigrcernfd_tot
Sandstone (S),57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serpentine-Jarrahdale (S),57700,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,22,42,6,4,5,0,11,5,0,107,0,3,0,0,0,0,0,0,0,6,6,21,3,3,0,0,3,0,0,40,6,5,3,0,0,0,0,0,0,17,99,218,40,37,41,19,34,28,6,521,0,0,3,3,0,0,3,0,0,7,40,45,38,29,17,3,23,13,0,209,61,63,67,40,31,24,39,20,7,346,257,77,1551,85,83,60,367,204,46,2740,6,4,10,4,3,4,12,15,0,64,16,5,23,5,4,8,28,14,0,105,3,4,10,4,0,0,7,9,0,45,15,8,29,3,6,8,26,13,14,131,536,511,1784,223,192,141,567,328,74,4361,0,5,0,0,3,0,0,0,0,11,0,5,0,0,0,0,0,0,0,9,10,48,0,14,12,9,0,8,3,99,7,3,0,0,0,0,0,0,0,6
Shark Bay (S),57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,9,3,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,6,3,3,3,0,0,0,0,0,3,11,13,4,42,7,0,5,8,12,0,80,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,10,28,21,55,13,0,3,8,21,4,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Perth (C),57840,3,17,3,3,0,0,0,0,0,30,43,262,3,0,6,0,0,3,5,323,280,524,39,36,68,30,11,13,6,997,11,26,0,0,0,3,0,0,0,49,59,164,10,13,20,9,3,7,0,281,6,26,3,0,6,0,0,0,0,43,695,1883,208,138,239,145,67,125,33,3541,3,0,0,0,0,0,0,0,0,8,117,136,81,20,33,25,16,22,4,448,127,116,122,51,47,33,39,24,10,570,231,95,734,90,89,85,78,122,36,1566,4,0,13,9,3,9,7,8,0,51,22,24,28,23,17,12,14,9,0,154,14,36,12,7,8,5,0,10,5,97,25,34,20,9,5,13,9,11,15,149,1655,3343,1274,397,541,363,253,364,120,8304,0,20,0,0,4,0,0,0,0,22,24,187,8,0,6,5,0,4,0,230,148,513,21,39,92,21,0,10,3,841,4,34,0,0,4,5,0,0,6,49
Stirling (C),57910,24,49,4,6,3,9,0,0,0,98,73,565,3,17,17,0,3,5,4,684,775,1602,178,125,238,154,102,113,37,3332,41,76,3,3,8,7,4,0,0,152,200,613,43,33,64,26,17,19,11,1015,72,108,9,29,23,3,5,0,4,251,2539,6539,900,658,937,658,461,692,139,13523,3,7,12,6,0,4,7,10,7,52,537,608,514,213,165,160,161,156,30,2546,603,578,850,307,214,204,260,295,55,3370,1189,504,6090,567,472,487,862,953,180,11298,48,29,64,49,34,57,49,76,8,404,112,82,139,91,49,70,95,103,11,753,84,114,84,40,34,36,38,72,10,505,74,137,140,74,50,48,80,116,101,826,6378,11611,9045,2214,2305,1933,2132,2611,588,38823,22,98,0,7,21,0,0,7,0,143,52,455,3,11,22,4,0,5,4,558,415,1646,61,190,341,150,7,85,28,2926,22,136,4,8,31,0,0,3,0,209
Perenjori (S),57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,13,3,51,0,0,0,24,8,0,106,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,5,61,5,0,0,27,16,4,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast (M),65610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,31,3,3,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,5,3,3,7,0,0,0,0,0,17,4,5,0,3,3,0,0,3,0,21,27,5,155,3,4,3,73,30,14,322,0,3,0,0,0,0,6,3,0,8,0,0,3,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,3,9,4,7,0,0,0,6,3,0,27,70,61,171,16,15,12,87,49,10,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
West Tamar (M),65810,0,3,0,0,0,0,0,0,0,7,8,59,0,0,4,0,0,0,0,68,21,80,4,4,4,0,0,0,0,126,3,4,0,0,0,0,0,0,0,11,11,33,3,3,3,0,0,0,0,59,0,8,0,0,0,0,0,0,0,10,115,384,30,31,31,11,8,24,7,635,0,0,0,0,0,0,0,0,0,3,40,57,37,14,17,10,5,10,0,198,58,51,41,34,23,16,15,25,7,259,289,72,813,70,60,87,174,136,22,1715,3,9,5,3,3,11,11,9,0,53,13,5,14,9,3,13,10,11,0,82,5,5,3,0,0,3,4,3,0,31,15,6,26,10,4,3,24,23,10,121,577,784,985,184,146,153,255,243,42,3368,0,7,0,0,0,0,0,0,0,10,3,31,0,0,4,0,0,0,0,39,18,121,3,3,13,3,0,0,0,169,0,3,0,0,0,0,0,0,0,9
Toodyay (S),58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,18,19,8,4,3,3,0,0,3,56,0,0,0,0,0,0,0,0,0,0,7,9,11,0,3,0,4,0,0,41,5,6,6,4,0,0,5,0,0,39,49,11,174,16,12,14,65,36,4,374,3,0,3,0,0,0,0,0,0,9,7,0,3,3,0,0,7,3,0,18,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,4,14,3,5,39,106,77,216,26,23,20,94,48,12,609,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
Waroona (S),58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12,4,0,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,3,0,3,22,7,4,9,3,4,0,0,4,0,32,27,10,214,13,3,3,59,24,8,358,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,4,5,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,10,8,3,32,53,42,240,16,9,7,72,40,9,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Trayning (S),58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,0,3,0,0,0,6,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No usual address (Tas.),69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,4,0,20,3,0,0,3,5,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,25,12,4,0,4,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Alice Springs (T),70200,3,3,0,0,0,0,0,0,0,5,16,46,5,0,3,0,0,0,0,68,59,146,10,15,20,9,3,5,4,270,0,11,0,0,0,0,0,0,0,9,19,55,4,8,0,0,0,0,0,91,11,13,3,8,3,0,0,0,0,37,129,475,59,118,54,11,25,38,14,920,0,0,3,4,0,0,0,0,0,3,40,70,38,59,21,4,11,5,13,258,75,71,62,116,35,17,27,21,4,426,242,93,801,255,83,61,138,147,56,1873,5,4,6,16,3,10,6,10,0,66,14,12,13,29,0,5,12,17,5,107,8,16,4,7,3,7,4,4,3,52,15,15,27,20,5,3,26,17,9,133,630,1011,1020,658,226,131,245,260,116,4316,0,8,0,0,0,0,0,0,0,17,3,40,0,4,0,0,0,0,0,56,56,266,7,30,35,7,0,0,3,402,0,18,0,3,3,0,0,0,0,27
Upper Gascoyne (S),58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,0,6,3,0,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Victoria Park (T),58510,3,5,0,0,0,0,0,0,0,12,23,140,3,0,4,3,0,0,0,175,120,322,36,38,58,26,20,38,3,658,3,14,0,0,0,0,3,0,0,29,30,121,8,7,7,4,4,0,0,181,15,23,5,5,6,0,0,3,0,52,386,1192,208,136,151,107,67,152,28,2431,0,3,0,3,0,0,0,3,0,8,70,105,97,31,29,25,26,26,3,416,89,115,155,62,44,40,52,60,7,626,192,77,935,83,59,99,133,149,17,1755,10,7,11,20,10,20,6,17,3,94,15,16,27,6,3,8,16,12,0,113,17,26,25,11,6,0,10,5,0,98,13,19,25,12,3,7,11,21,23,130,985,2184,1542,411,395,327,352,485,90,6776,5,18,0,0,0,0,0,0,0,26,13,122,4,4,4,0,0,0,0,145,92,323,18,58,66,27,3,20,3,607,5,18,0,4,3,0,0,0,0,28
Migratory - Offshore - Shipping (Tas.),69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victoria Plains (S),58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,3,0,0,10,18,0,18,0,0,0,7,7,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,39,9,30,3,0,0,18,15,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wandering (S),58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,14,0,3,0,7,3,3,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,16,0,3,0,10,4,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wanneroo (C),58760,10,21,0,3,0,0,0,3,0,37,24,134,3,7,4,0,3,0,3,177,286,528,65,34,89,51,60,36,9,1157,9,21,0,3,3,3,3,0,0,46,68,231,19,30,24,11,8,6,6,400,33,44,9,18,7,3,0,0,3,114,943,2374,472,368,398,245,245,267,71,5375,11,3,12,7,3,0,3,6,0,52,387,421,385,225,133,97,124,117,31,1924,460,479,571,305,247,186,162,167,40,2602,1358,527,8795,652,613,554,1371,1458,248,15574,39,29,77,66,33,52,78,126,6,513,79,65,161,99,46,52,137,121,22,786,57,78,111,32,23,20,34,77,11,435,77,62,200,49,28,58,145,161,89,871,3839,5013,10883,1884,1653,1324,2381,2542,545,30074,9,46,0,3,3,0,0,0,0,67,10,90,0,3,5,0,0,3,0,111,131,538,26,83,122,46,5,32,15,1005,9,52,3,3,8,3,0,0,0,76
Vincent (C),58570,10,10,3,0,0,0,0,0,0,29,22,165,4,0,3,0,0,0,0,203,192,445,25,20,56,21,5,16,14,796,7,17,3,3,0,0,0,0,0,31,61,183,11,11,16,5,3,3,3,294,14,29,0,0,6,0,0,0,0,54,604,1962,187,140,240,114,44,100,34,3423,0,6,0,0,0,0,0,0,0,12,91,160,78,36,25,12,19,15,3,448,115,110,115,45,39,31,23,22,3,508,178,104,752,105,65,63,77,120,23,1480,9,8,5,15,8,3,9,10,0,63,14,5,13,22,7,5,12,13,0,107,11,26,22,8,8,3,0,12,3,87,17,28,23,10,6,3,8,9,19,116,1344,3260,1243,408,479,270,204,330,98,7639,8,25,0,3,3,0,0,0,3,37,15,160,3,3,3,0,0,0,3,188,136,566,11,27,56,26,0,9,8,832,6,22,0,0,7,0,0,0,0,43
Wagin (S),58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,12,26,3,48,0,3,3,16,13,0,114,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,12,59,15,52,5,5,4,20,23,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
West Arthur (S),58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,21,0,9,0,0,0,5,9,0,47,3,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,8,50,7,14,0,0,3,8,14,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Westonia (S),59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,23,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22,0,0,0,7,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unincorporated ACT,89399,31,99,0,4,7,0,0,0,3,143,625,2725,48,28,182,13,9,13,47,3690,3086,5510,275,354,1141,196,92,183,291,11126,77,180,4,10,44,3,0,8,13,340,733,1624,78,111,259,35,23,30,66,2963,287,340,27,52,127,12,3,3,26,880,5082,12412,1196,1331,2625,704,291,651,619,24910,19,14,13,15,3,5,7,0,3,74,953,1100,535,443,506,191,104,148,109,4081,1392,1398,1016,767,815,258,163,256,169,6235,2330,1285,8005,1359,1262,669,966,1255,366,17497,106,78,115,173,109,100,60,110,15,857,206,187,127,163,134,86,87,115,31,1132,138,263,106,57,55,42,31,50,26,766,138,182,241,100,87,76,71,142,182,1222,15191,27398,11785,4964,7365,2388,1903,2962,1967,75924,31,121,0,3,14,4,0,0,3,173,411,1704,32,20,171,7,0,8,35,2392,2176,5323,146,537,1354,215,11,94,246,10090,69,225,0,18,43,4,0,10,5,375
No usual address (ACT),89499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,0,5,0,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,21,9,6,7,0,3,4,9,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Migratory - Offshore - Shipping (ACT),89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
