lga_name_2016,lga_code_2016,hh_in_p_1_f_hh_c_f_n_c_n_u_2,hh_in_p_1_f_hh_c_f_n_c_n_u_3,hh_in_p_1_f_hh_c_f_n_c_n_u_4,hh_in_p_1_f_hh_c_f_n_c_n_u_5,hh_in_p_1_f_h_c_f_n_c_n_u_6ov,hh_in_p_1_f_hh_c_f_no_ch_tot,hh_in_p_1_f_hh_c_f_ch_nu_ur_3,hh_in_p_1_f_hh_c_f_ch_nu_ur_4,hh_in_p_1_f_hh_c_f_ch_nu_ur_5,hh_i_p_1_f_h_c_f_ch_nu_ur_6ov,hh_in_pe_1_fa_hh_co_fa_ch_tot,hh_in_p_1_f_h_1_pa_f_nu_ur_2,hh_in_p_1_f_h_1_pa_f_nu_ur_3,hh_in_p_1_f_h_1_pa_f_nu_ur_4,hh_in_p_1_f_h_1_pa_f_nu_ur_5,hh_in_p_1_f_h_1_pa_f_n_ur_6ov,hh_in_p_1_f_h_1_pa_f_tot,hh_in_p_1_fa_hh_ot_fa_nu_ur_2,hh_in_p_1_fa_hh_ot_fa_nu_ur_3,hh_in_p_1_fa_hh_ot_fa_nu_ur_4,hh_in_p_1_fa_hh_ot_fa_nu_ur_5,hh_in_p_1_fa_hh_ot_f_n_ur_6ov,hh_in_pe_1_fa_hh_other_fa_tot,hh_in_pe_1_fa_hh_tot_nu_ur_2,hh_in_pe_1_fa_hh_tot_nu_ur_3,hh_in_pe_1_fa_hh_tot_nu_ur_4,hh_in_pe_1_fa_hh_tot_nu_ur_5,hh_in_pe_1_fa_hh_tot_n_ur_6ov,hh_in_pe_1_fa_hh_tot_tot,hhd_in_pe_mu_fa_hhd_nu_ur_4,hhd_in_pe_mu_fa_hhd_nu_ur_5,hhd_in_pe_mu_fa_hhd_n_ur_6ov,hhd_in_pe_mu_fa_hhd_tot,hhd_in_pe_totfa_hhd_nu_ur_2,hhd_in_pe_totfa_hhd_nu_ur_3,hhd_in_pe_totfa_hhd_nu_ur_4,hhd_in_pe_totfa_hhd_nu_ur_5,hhd_in_pe_totfa_hhd_n_ur_6ov,hhd_in_pe_totfa_hhd_tot,hhd_in_pe_lo_per_hhd_nu_ur_1,hhd_in_pe_lo_per_hhd_tot,hhd_in_pe_gr_hh_nu_ur_2,hhd_in_pe_gr_hh_nu_ur_3,hhd_in_pe_gr_hh_nu_ur_4,hhd_in_pe_gr_hh_nu_ur_5,hhd_in_pe_gr_hh_n_ur_6ov,hhd_in_pe_gr_hh_tot,hhd_in_pe_tot_nu_ur_1,hhd_in_pe_tot_nu_ur_2,hhd_in_pe_tot_nu_ur_3,hhd_in_pe_tot_nu_ur_4,hhd_in_pe_tot_nu_ur_5,hhd_in_pe_tot_nu_ur_6_more,hhd_in_pe_tot_tot,ot_hh_1_f_hh_c_f_no_c_nu_ur_2,ot_hh_1_f_hh_c_f_no_c_nu_ur_3,ot_hh_1_f_hh_c_f_no_c_nu_ur_4,ot_hh_1_f_hh_c_f_no_c_nu_ur_5,ot_hh_1_f_hh_c_f_n_c_n_ur_6ov,ot_hh_1_f_hh_c_f_no_c_tot,ot_hh_1_f_hh_c_f_ch_nu_ur_3,ot_hh_1_f_hh_c_f_ch_nu_ur_4,ot_hh_1_f_hh_c_f_ch_nu_ur_5,ot_hh_1_f_hh_c_f_ch_n_ur_6ov,ot_hh_1_f_hh_c_f_with_ch_tot,ot_hh_1_f_hh_1_pa_f_nu_ur_2,ot_hh_1_f_hh_1_pa_f_nu_ur_3,ot_hh_1_f_hh_1_pa_f_nu_ur_4,ot_hh_1_f_hh_1_pa_f_nu_ur_5,ot_hh_1_f_hh_1_pa_f_n_ur_6ov,ot_hh_1_f_hh_1_parent_f_tot,ot_hh_one_fa_hh_ot_fa_nu_ur_2,ot_hh_one_fa_hh_ot_fa_nu_ur_3,ot_hh_one_fa_hh_ot_fa_nu_ur_4,ot_hh_one_fa_hh_ot_fa_nu_ur_5,ot_hh_1_fa_hh_ot_fa_n_ur_6ov,ot_hh_one_fa_hhd_other_fa_tot,ot_hh_one_fa_hhd_tot_nu_ur_2,ot_hh_one_fa_hhd_tot_nu_ur_3,ot_hh_one_fa_hhd_tot_nu_ur_4,ot_hh_one_fa_hhd_tot_nu_ur_5,ot_hh_one_fa_hhd_tot_n_ur_6ov,ot_hh_one_fa_hhd_tot_tot,ot_hh_multiple_fa_hhd_nu_ur_4,ot_hh_multiple_fa_hhd_nu_ur_5,ot_hh_multiple_fa_hh_nu_u_6ov,ot_hh_multiple_fa_hhd_tot,ot_hh_totfa_hhd_nu_ur_2,ot_hh_totfa_hhd_nu_ur_3,ot_hh_totfa_hhd_nu_ur_4,ot_hh_totfa_hhd_nu_ur_5,ot_hh_totfa_hhd_nu_ur_6_more,ot_hh_totfa_hhd_tot,ot_hh_lo_per_hhd_nu_ur_1,ot_hh_lo_per_hhd_tot,ot_hh_gr_hh_nu_ur_2,ot_hh_gr_hh_nu_ur_3,ot_hh_gr_hh_nu_ur_4,ot_hh_gr_hh_nu_ur_5,ot_hh_gr_hh_nu_u_6ov,ot_hh_gr_hh_tot,ot_hh_tot_nu_ur_1,ot_hh_tot_nu_ur_2,ot_hh_tot_nu_ur_3,ot_hh_tot_nu_ur_4,ot_hh_tot_nu_ur_5,ot_hh_tot_nu_ur_6_more,ot_hh_tot_tot
Melton (C),24650,81,11,0,0,0,95,44,69,40,40,197,40,58,26,21,3,143,3,3,0,0,0,8,123,124,98,57,40,441,4,3,16,27,123,124,98,64,60,466,65,65,24,3,0,0,0,32,65,150,127,102,64,60,557,7827,441,57,13,0,8339,5236,8141,3405,1460,18247,1985,1950,883,346,201,5368,335,82,8,7,0,442,10152,7707,9096,3771,1662,32390,235,289,665,1190,10152,7707,9330,4058,2329,33577,6656,6656,775,99,28,8,3,915,6656,10932,7806,9357,4063,2331,41144
Mildura (RC),24780,93,13,0,0,0,107,57,78,50,36,224,99,109,66,32,31,336,4,3,3,0,0,11,196,186,142,84,68,679,9,12,11,34,196,186,151,95,78,714,132,132,37,8,4,0,3,51,132,233,192,158,98,82,890,5166,183,23,6,3,5380,1701,1982,1005,409,5097,933,636,282,84,30,1966,138,29,4,0,3,172,6233,2548,2290,1102,444,12610,53,75,77,201,6233,2548,2344,1170,514,12813,5546,5546,436,68,36,12,14,564,5546,6673,2613,2379,1184,525,18921
Mitchell (S),24850,47,0,0,0,0,48,30,46,26,15,112,25,21,14,10,3,78,0,0,0,0,0,3,76,54,61,36,19,242,9,3,3,11,76,54,66,40,21,261,29,29,14,0,0,0,0,13,29,95,53,66,40,21,306,3402,109,14,4,0,3527,1472,1932,910,365,4679,700,551,235,85,22,1600,84,24,9,0,0,115,4185,2155,2186,995,390,9914,56,69,101,223,4185,2155,2243,1071,487,10144,2967,2967,257,29,7,9,6,310,2967,4438,2183,2254,1077,496,13417
Moira (S),24900,60,0,0,0,0,60,18,26,10,15,75,24,18,27,6,4,78,0,0,0,0,0,5,85,47,49,21,19,217,0,0,0,0,85,47,49,20,21,217,42,42,14,3,0,0,0,16,42,97,48,52,20,21,272,3328,91,6,3,0,3422,884,957,532,261,2636,486,314,142,54,16,1013,65,8,0,0,0,74,3871,1300,1108,594,277,7146,38,39,29,107,3871,1300,1147,634,306,7249,3116,3116,221,18,7,0,3,254,3116,4099,1316,1156,629,308,10625
Monash (C),24970,31,4,0,0,0,32,23,27,6,7,59,17,14,8,7,0,44,4,0,0,0,0,10,47,38,37,15,5,144,3,0,7,12,47,38,39,16,9,157,24,24,11,3,10,4,0,29,24,60,45,45,14,16,211,13486,914,334,139,57,14932,7834,10397,3394,925,22552,3027,1957,691,179,69,5923,726,226,76,26,12,1063,17240,10930,11498,3736,1069,44476,325,415,610,1347,17240,10930,11815,4151,1676,45826,12267,12267,1664,1081,728,271,189,3931,12267,18906,12013,12551,4423,1862,62014
Sutherland Shire (A),17150,203,25,10,0,0,237,153,226,89,44,506,69,79,35,9,5,196,12,3,5,0,0,14,278,261,274,94,52,961,17,14,29,59,278,261,284,108,80,1017,165,165,50,15,3,0,0,67,165,332,272,293,108,80,1247,18045,668,83,10,6,18812,9047,13219,5683,1440,29388,3595,2446,795,199,64,7093,573,95,11,0,0,686,22221,12258,14110,5894,1508,55985,440,458,682,1576,22221,12258,14554,6348,2187,57564,15872,15872,1406,195,59,8,5,1676,15872,23623,12455,14608,6354,2194,75111
Sydney (C),17200,192,22,3,5,0,220,54,36,12,4,111,139,112,40,13,11,309,26,6,3,0,0,37,352,189,83,29,18,678,9,8,7,22,352,189,96,35,18,696,478,478,126,45,16,9,5,201,478,476,236,111,48,24,1379,21968,1633,883,279,180,24938,4753,3309,762,194,9022,2244,944,267,62,37,3556,1026,322,144,47,55,1594,25243,7649,4595,1154,467,39113,183,133,198,519,25243,7649,4783,1282,669,39633,31376,31376,7083,3064,1794,613,486,13040,31376,32324,10716,6578,1898,1147,84051
Tamworth Regional (A),17310,350,40,6,0,0,401,219,262,172,113,759,193,244,167,75,51,730,24,10,3,3,0,36,565,516,436,246,162,1928,15,19,36,72,565,516,451,272,202,2002,377,377,98,13,3,0,0,121,377,667,530,457,274,202,2502,5452,190,23,4,0,5662,1747,2050,956,321,5071,983,650,239,80,28,1982,162,23,3,0,0,192,6595,2600,2309,1038,353,12898,59,50,81,187,6595,2600,2373,1085,436,13090,5596,5596,448,63,17,6,20,560,5596,7042,2666,2391,1094,452,19246
Temora (A),17350,16,0,0,0,0,22,3,3,8,4,15,6,9,3,0,0,17,0,0,0,0,0,0,21,14,4,10,5,57,0,0,0,3,21,14,5,8,3,58,16,16,0,0,0,0,0,0,16,28,14,5,8,3,75,703,14,0,0,0,712,188,207,122,71,591,101,62,18,7,8,197,9,0,0,0,0,9,812,260,230,129,80,1511,4,9,8,20,812,260,235,136,87,1539,693,693,39,0,0,0,0,44,693,855,269,235,136,87,2272
Tenterfield (A),17400,26,3,0,0,0,29,15,17,7,9,48,15,17,10,8,8,61,0,0,0,0,0,0,43,36,26,18,15,136,3,0,0,5,43,36,29,17,15,136,39,39,3,0,0,0,0,3,39,45,36,29,17,15,176,853,17,0,0,0,873,152,154,85,39,431,105,54,27,10,0,197,17,3,0,0,0,19,975,225,186,90,41,1514,12,11,5,21,975,225,199,99,43,1539,909,909,55,3,0,0,0,62,909,1032,230,200,99,43,2506
Glenelg (S),22410,43,3,0,0,0,52,17,25,17,14,79,20,14,15,9,0,55,0,0,0,0,0,4,65,42,41,25,16,184,0,0,3,10,65,42,44,21,15,189,35,35,9,0,0,0,0,6,35,70,40,44,21,15,231,2249,32,6,0,0,2282,625,735,311,89,1762,376,214,84,23,6,699,54,3,0,0,0,60,2681,875,821,333,96,4803,16,14,17,42,2681,875,840,346,114,4847,2391,2391,153,12,4,0,0,173,2391,2832,886,847,345,114,7411
Golden Plains (S),22490,22,5,0,0,0,22,5,11,10,7,42,4,3,5,0,0,18,0,0,0,0,0,0,25,19,15,10,7,78,3,3,0,5,25,19,19,14,11,84,5,5,0,0,0,0,0,3,5,24,18,19,14,11,98,2050,54,3,0,0,2109,772,1312,593,203,2882,258,209,78,26,13,584,39,0,0,0,0,41,2354,1035,1392,623,215,5619,30,31,62,115,2354,1035,1420,651,269,5730,1240,1240,101,9,0,0,0,112,1240,2453,1043,1420,654,269,7082
Greater Bendigo (C),22620,135,10,4,0,0,146,67,71,62,39,241,77,73,67,22,15,254,13,5,0,0,0,19,228,162,143,86,56,671,9,8,11,26,228,162,151,93,67,701,168,168,29,13,4,0,0,50,168,263,175,153,89,67,920,10543,301,51,3,0,10896,3768,4467,2095,756,11078,2237,1545,586,199,90,4657,353,78,15,0,0,438,13131,5684,5115,2296,845,27071,117,100,133,358,13131,5684,5235,2395,980,27429,11399,11399,1188,307,84,26,15,1616,11399,14317,5985,5320,2428,995,40442
Greater Dandenong (C),22670,36,3,0,0,0,39,14,19,10,12,55,37,27,17,12,3,92,4,6,0,0,0,13,68,50,36,22,14,191,5,4,5,15,68,50,40,28,16,206,49,49,15,7,0,0,0,17,49,83,55,40,25,18,276,8527,827,218,93,43,9710,5718,6521,2964,1793,17000,2661,1959,868,356,207,6057,620,209,65,30,27,961,11805,8717,7679,3451,2074,33724,331,522,1340,2194,11805,8717,8003,3972,3414,35920,10148,10148,1185,416,286,173,162,2226,10148,12997,9133,8289,4143,3577,48290
Strathfield (A),17100,14,0,0,0,0,16,4,8,3,0,11,8,3,0,3,0,12,0,0,0,0,0,0,21,7,5,6,7,46,0,0,0,3,21,7,5,8,4,47,15,15,7,0,0,4,0,12,15,23,12,8,11,4,73,2122,304,147,39,21,2632,1620,1975,842,343,4789,581,410,144,47,24,1207,182,51,26,12,11,283,2892,2390,2295,941,397,8918,89,124,255,465,2892,2390,2390,1066,652,9380,2204,2204,486,223,153,77,68,1016,2204,3375,2611,2545,1145,722,12598
Glen Eira (C),22310,26,9,0,0,0,35,19,14,10,5,43,4,8,4,0,0,15,9,0,0,0,0,9,38,30,18,10,5,102,0,0,0,3,38,30,18,9,3,104,33,33,8,10,0,0,0,23,33,48,37,15,9,7,157,11549,613,153,33,26,12375,5825,8279,2907,781,17790,2238,1440,429,87,37,4228,531,107,26,8,8,677,14320,7988,8877,3035,858,35074,150,156,187,498,14320,7988,9031,3187,1042,35570,13671,13671,1810,670,268,94,58,2897,13671,16132,8651,9305,3282,1098,52138
Greater Geelong (C),22750,157,14,3,0,0,178,114,147,69,51,377,114,113,58,25,15,330,15,4,0,0,0,25,288,250,211,89,66,902,9,9,19,39,288,250,224,98,81,939,195,195,43,16,6,3,0,71,195,329,269,227,101,81,1207,21965,669,122,19,11,22782,8404,10559,4368,1364,24700,4720,3134,1210,370,141,9580,664,137,25,5,3,837,27354,12341,11918,4762,1519,57899,254,261,320,838,27354,12341,12176,5026,1836,58736,23989,23989,2110,537,238,94,86,3065,23989,29459,12887,12415,5121,1922,85787
Moonee Valley (C),25060,46,10,0,0,0,56,22,18,13,7,57,24,18,7,3,0,54,6,3,0,0,0,4,80,51,29,16,3,173,3,4,0,9,80,51,32,19,9,183,46,46,21,10,4,0,0,36,46,98,54,32,19,9,265,9695,478,97,17,10,10293,4673,6405,2380,598,14056,2214,1307,464,97,44,4128,599,126,31,12,3,768,12505,6579,6991,2499,657,29240,121,162,185,470,12505,6579,7112,2661,841,29702,11430,11430,1448,481,136,32,16,2115,11430,13949,7066,7252,2695,861,43254
Moorabool (S),25150,33,3,0,0,0,36,20,23,17,10,75,14,12,10,3,3,43,0,0,0,0,0,0,45,36,35,17,13,153,0,0,4,11,45,36,33,17,21,160,15,15,3,0,0,0,0,6,15,48,36,33,17,21,181,2889,101,7,0,0,3008,1155,1621,762,253,3794,535,386,181,58,16,1177,71,12,0,0,0,80,3497,1659,1813,822,274,8061,39,51,78,168,3497,1659,1855,872,345,8222,2538,2538,186,20,0,0,0,206,2538,3679,1672,1854,872,349,10966
Moreland (C),25250,96,8,8,0,0,113,31,32,21,3,82,47,35,13,4,0,97,11,3,3,0,0,16,153,71,49,30,5,312,3,0,6,6,153,71,55,32,11,321,88,88,63,26,9,4,4,107,88,212,104,66,36,11,519,13385,876,291,69,44,14667,6130,7334,2540,1048,17054,2805,1686,525,147,63,5223,793,206,69,27,13,1115,16981,8901,8221,2784,1174,38061,232,208,377,818,16981,8901,8452,2989,1555,38875,16425,16425,3014,1397,630,233,128,5401,16425,19999,10301,9083,3221,1676,60704
Mornington Peninsula (S),25340,124,9,3,0,0,142,63,82,40,19,204,53,67,19,14,3,156,8,0,0,0,0,12,188,139,108,45,26,505,3,7,16,22,188,139,106,57,40,534,82,82,28,3,0,0,0,29,82,213,143,110,57,40,643,16678,441,47,3,0,17171,5226,7373,2994,872,16468,2860,2014,699,199,57,5833,325,43,10,0,0,376,19864,7720,8136,3199,923,39845,209,197,271,675,19864,7720,8342,3401,1198,40524,15478,15478,1016,89,25,17,3,1151,15478,20885,7811,8363,3414,1202,57149
Mount Alexander (S),25430,21,0,0,0,0,16,6,10,6,0,23,11,9,3,3,0,20,0,0,0,0,0,0,26,17,13,6,7,65,0,0,3,5,26,17,13,11,8,71,13,13,9,0,0,0,0,10,13,33,17,11,11,8,93,2117,47,5,3,0,2172,595,676,260,97,1624,403,218,75,25,3,717,61,10,0,0,0,66,2579,865,756,292,97,4583,17,11,14,35,2579,865,764,298,109,4623,2408,2408,216,26,6,0,4,252,2408,2796,890,772,300,111,7277
Moyne (S),25490,20,3,0,0,0,25,6,11,7,4,28,3,3,3,3,3,17,0,0,0,0,0,3,29,18,18,11,9,75,0,0,3,3,29,18,18,11,12,78,13,13,0,0,0,0,0,0,13,29,18,18,11,12,87,1839,33,4,0,0,1873,558,669,391,188,1803,220,150,57,23,0,456,47,3,0,0,0,51,2101,747,734,414,190,4184,9,9,12,39,2101,747,744,425,206,4220,1464,1464,107,8,3,0,3,126,1464,2215,754,744,421,209,5805
Murrindindi (S),25620,16,0,0,0,0,16,10,16,11,5,37,7,7,0,0,0,12,0,0,0,0,0,0,27,18,21,6,5,72,0,0,0,0,27,18,21,12,8,76,14,14,3,0,0,0,0,3,14,32,18,21,12,8,96,1713,34,8,0,0,1752,445,536,198,85,1268,195,120,46,10,8,373,31,0,0,0,0,33,1934,600,585,212,95,3429,7,11,22,42,1934,600,594,219,118,3468,1581,1581,107,4,5,3,0,124,1581,2043,607,600,225,119,5171
Nillumbik (S),25710,28,0,0,0,0,23,19,19,13,3,54,5,3,3,0,0,19,0,0,0,0,0,3,35,21,23,18,3,101,3,3,3,9,35,21,28,21,7,105,15,15,0,0,0,0,0,5,15,33,27,28,19,7,128,4762,159,19,3,0,4942,2664,4437,1840,445,9386,814,688,220,64,13,1799,108,15,0,0,0,131,5681,3531,4677,1901,460,16252,89,92,140,320,5681,3531,4767,1994,601,16567,2822,2822,203,26,9,3,0,240,2822,5883,3553,4778,1995,605,19629
Northern Grampians (S),25810,11,0,0,0,0,12,10,9,0,3,26,3,6,8,0,0,18,0,0,0,0,0,0,14,17,17,0,3,55,4,3,0,7,14,17,21,4,8,64,18,18,0,0,0,0,0,3,18,20,17,25,4,8,83,1424,24,3,0,0,1455,388,391,174,53,1000,191,122,44,14,4,372,40,4,0,0,0,45,1654,532,439,191,60,2875,0,6,6,16,1654,532,439,196,62,2887,1577,1577,108,17,4,9,6,143,1577,1764,541,447,205,73,4604
Port Phillip (C),25900,50,11,0,0,0,60,14,13,7,0,32,15,11,3,0,0,36,4,3,0,0,0,6,70,34,14,11,0,129,0,0,0,0,70,34,14,11,0,129,107,107,33,8,3,0,0,44,107,99,43,17,9,3,282,11830,459,107,16,5,12426,3316,2957,812,209,7284,1659,738,136,33,7,2573,536,101,25,3,0,664,14034,4609,3226,862,219,22948,61,37,33,138,14034,4609,3282,904,258,23087,17696,17696,3090,754,149,38,19,4046,17696,17126,5363,3439,933,275,44830
Pyrenees (S),25990,9,0,0,0,0,9,3,4,4,5,17,4,4,3,0,0,11,0,0,0,0,0,0,17,7,12,4,5,41,0,0,0,0,17,7,12,4,5,41,15,15,6,0,0,0,0,6,15,22,7,12,4,5,60,839,19,0,0,0,862,222,236,105,67,631,113,58,17,4,3,202,17,0,0,0,0,14,968,300,255,113,71,1707,7,8,5,21,968,300,263,120,81,1724,854,854,74,0,0,0,3,77,854,1040,306,263,120,81,2664
Queenscliffe (B),26080,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,437,8,0,0,0,442,74,93,37,11,211,33,22,12,4,0,74,8,0,0,0,0,8,484,102,105,38,10,733,3,4,0,7,484,102,105,39,16,739,414,414,12,0,0,0,0,12,414,490,102,105,39,16,1168
South Gippsland (S),26170,30,7,0,0,0,36,11,14,9,9,32,6,12,6,6,0,31,0,0,0,0,0,0,36,26,18,8,9,100,3,3,3,4,36,26,19,17,8,110,18,18,7,0,0,0,0,3,18,39,26,20,17,8,132,3402,72,3,0,0,3479,878,1094,581,231,2791,470,277,119,31,4,897,57,14,0,0,0,66,3925,1235,1219,617,237,7230,22,22,39,83,3925,1235,1241,638,274,7319,3129,3129,182,18,3,3,0,214,3129,4113,1253,1244,642,274,10661
Southern Grampians (S),26260,28,0,0,0,0,28,5,10,10,9,38,11,15,0,3,0,32,0,0,0,0,0,0,45,20,9,14,8,98,0,0,0,0,45,20,9,14,9,98,19,19,5,0,0,0,0,7,19,48,20,12,14,9,127,1867,26,0,0,0,1889,577,602,307,110,1596,289,150,59,13,4,521,35,4,0,0,0,35,2192,750,667,316,117,4038,13,3,5,22,2192,750,674,320,121,4059,1995,1995,123,17,0,0,0,138,1995,2309,770,674,320,121,6201
Stonnington (C),26350,38,3,3,0,0,47,12,18,3,0,35,6,9,0,0,0,20,4,4,0,0,0,11,51,22,20,6,3,109,0,0,0,0,51,22,25,6,3,112,46,46,25,16,5,0,0,38,46,73,39,26,10,3,194,11106,462,115,22,10,11718,3266,3968,1574,329,9137,1449,800,239,62,10,2560,586,129,22,10,3,753,13140,4656,4349,1663,361,24167,84,58,66,216,13140,4656,4435,1720,424,24377,14966,14966,2939,909,231,64,30,4174,14966,16080,5562,4668,1791,455,43524
Strathbogie (S),26430,16,0,0,0,0,16,7,9,3,0,19,3,3,0,0,0,14,0,0,0,0,0,0,21,16,9,9,0,46,0,0,0,0,21,16,9,9,0,46,14,14,0,0,0,0,0,3,14,22,16,11,9,0,64,1356,39,4,0,0,1401,319,324,144,51,841,189,113,39,14,4,359,25,0,0,0,0,27,1572,480,364,159,54,2631,7,3,10,22,1572,480,369,161,69,2657,1356,1356,88,3,0,0,0,102,1356,1667,481,369,161,75,4105
Surf Coast (S),26490,16,0,0,0,0,15,11,12,3,3,40,4,9,5,0,0,19,0,0,0,0,0,0,24,20,17,5,3,69,3,0,0,4,24,20,22,5,7,73,8,8,3,0,0,0,0,9,8,30,20,23,11,7,92,2989,79,10,0,0,3081,1020,1665,738,177,3601,392,259,97,36,3,786,53,10,5,0,0,69,3437,1370,1772,772,185,7536,31,32,26,96,3437,1370,1806,805,210,7628,2151,2151,198,60,22,5,0,293,2151,3643,1430,1834,808,215,10076
Swan Hill (RC),26610,34,5,0,0,0,39,34,28,22,14,102,38,26,27,14,8,117,4,3,0,0,0,9,76,73,57,36,26,262,3,0,0,8,76,73,55,33,27,267,60,60,17,4,0,0,0,16,60,93,72,55,33,27,340,1939,52,11,0,5,2011,646,667,411,159,1885,271,196,73,26,11,579,55,10,4,0,0,69,2265,910,757,440,173,4543,14,22,33,61,2265,910,762,463,203,4608,2000,2000,173,41,16,10,4,246,2000,2440,951,779,469,210,6855
Towong (S),26670,15,0,0,0,0,15,7,3,0,0,8,4,3,3,3,0,13,0,0,0,0,0,0,15,5,4,3,0,33,0,0,0,0,15,5,4,3,0,32,13,13,5,0,0,0,0,5,13,17,5,4,3,0,49,820,17,4,0,0,839,173,206,124,30,531,73,45,22,3,0,142,11,3,0,0,0,15,905,233,229,131,31,1530,6,0,4,12,905,233,237,128,34,1545,693,693,45,8,0,0,0,49,693,948,241,237,128,34,2282
Wangaratta (RC),26700,32,6,0,0,0,40,20,13,20,5,61,19,15,10,0,0,48,0,4,0,0,0,7,60,40,21,25,9,154,0,4,0,4,60,40,24,23,9,157,27,27,14,0,0,0,0,15,27,69,43,24,23,9,198,3149,60,0,3,0,3216,922,1155,545,170,2794,525,333,131,36,15,1041,85,8,0,0,0,91,3756,1327,1290,581,180,7142,45,16,24,80,3756,1327,1334,599,207,7223,3287,3287,235,23,9,8,0,272,3287,3993,1346,1342,607,208,10779
Warrnambool (C),26730,23,5,0,0,0,30,16,26,17,7,68,30,27,21,10,5,93,0,0,0,0,0,4,61,54,49,28,10,199,0,4,0,4,61,54,49,33,10,205,37,37,13,7,0,0,0,24,37,75,55,53,29,16,263,3261,81,20,3,0,3365,1079,1387,630,228,3322,643,437,159,49,19,1313,97,20,0,0,0,115,3998,1609,1570,685,251,8115,20,15,25,60,3998,1609,1585,705,275,8172,3717,3717,322,92,40,15,15,479,3717,4322,1705,1624,720,289,12370
Wellington (S),26810,48,3,0,0,0,48,33,37,28,17,107,27,19,13,10,8,72,7,0,0,0,0,7,80,55,50,33,21,236,3,0,0,4,80,55,52,36,23,242,56,56,11,0,0,0,0,14,56,89,56,52,32,23,314,4726,104,12,3,0,4843,1421,1613,830,281,4135,700,462,188,71,19,1439,108,19,4,0,0,131,5530,2004,1813,903,295,10554,36,25,33,94,5530,2004,1855,924,331,10643,4718,4718,342,46,11,7,5,409,4718,5878,2051,1865,935,332,15774
West Wimmera (S),26890,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,14,0,0,0,0,3,3,3,0,0,14,5,5,0,0,0,0,0,0,5,4,3,3,0,0,21,509,3,0,0,0,513,141,130,87,22,380,44,24,8,11,3,93,17,0,0,0,0,17,569,174,144,93,26,1004,0,3,3,3,569,174,147,98,29,1009,529,529,21,4,0,0,0,23,529,593,178,147,98,29,1569
Whitehorse (C),26980,30,4,0,0,0,42,11,29,11,3,49,18,12,11,0,0,44,3,0,0,0,0,5,55,31,36,12,3,135,0,3,4,11,55,31,37,18,8,145,47,47,16,6,8,3,0,36,47,66,38,43,24,8,229,12421,776,242,94,53,13585,6740,9454,3209,831,20234,2919,1864,565,150,56,5558,591,144,41,25,17,822,15936,9526,10307,3472,959,40203,224,353,398,980,15936,9526,10528,3823,1359,41180,13881,13881,1554,748,396,184,135,3019,13881,17494,10277,10928,4009,1494,58082
Whittlesea (C),27070,76,17,5,0,0,89,74,102,58,40,276,53,79,45,17,6,203,7,3,0,0,0,8,135,170,152,73,45,584,7,13,21,38,135,170,155,88,63,614,77,77,23,0,0,0,0,26,77,155,176,156,86,63,717,12931,698,176,41,18,13867,8542,11658,4757,1800,26759,3241,2734,1132,360,153,7623,605,151,31,4,6,807,16773,12130,13004,5162,1980,49050,372,553,958,1880,16773,12130,13378,5713,2937,50933,10359,10359,1088,301,177,59,36,1665,10359,17859,12435,13554,5772,2977,62954
Wodonga (C),27170,63,10,0,0,0,79,30,40,32,17,114,40,47,36,20,5,144,4,4,0,0,0,9,113,86,77,46,23,343,9,0,3,7,113,86,77,46,28,352,60,60,23,0,4,0,0,31,60,133,91,83,49,28,448,3658,124,12,0,0,3798,1347,1699,730,252,4026,779,567,232,75,33,1686,107,13,4,0,0,124,4546,2046,1948,806,283,9627,36,38,34,107,4546,2046,1982,844,318,9734,3665,3665,349,38,20,8,0,419,3665,4890,2086,2009,853,318,13815
Wyndham (C),27260,95,11,0,0,0,106,94,93,56,31,278,53,75,60,29,13,226,3,0,0,0,0,4,146,175,154,88,51,612,9,10,13,34,146,175,160,100,63,644,71,71,26,9,3,3,3,46,71,173,188,164,100,64,762,12578,875,189,53,24,13719,10257,12747,4962,2396,30358,2904,2647,1159,447,304,7458,511,126,34,14,10,695,15992,13904,14139,5472,2733,52234,397,633,1213,2242,15992,13904,14533,6104,3943,54478,10046,10046,1233,262,105,37,18,1661,10046,17230,14169,14644,6140,3964,66187
Yarra (C),27350,38,3,0,0,0,46,17,9,8,3,40,14,8,4,0,4,30,0,6,0,0,0,6,51,36,15,10,9,120,0,0,0,0,51,36,15,10,9,120,67,67,29,22,7,5,4,66,67,85,55,25,11,11,260,9336,574,192,47,6,10153,2512,2459,644,194,5804,1411,765,214,73,49,2510,462,133,34,10,8,644,11212,3979,2893,768,259,19116,58,32,59,154,11212,3979,2951,802,318,19266,11688,11688,2856,1467,533,137,39,5033,11688,14069,5446,3493,940,355,35993
