yr,land_area_ha,protected_areas_indig_protected_area_num,protected_areas_national_parks_num,protected_areas_nature_reserves_num,protected_areas_all_oth_protected_areas_num,protected_areas_tot_num,protected_areas_indig_protected_area_ha,protected_areas_national_parks_ha,protected_areas_nature_reserves_ha,protected_areas_all_oth_protected_areas_ha,protected_areas_tot_ha,protected_areas_indig_protected_area_pr100,protected_areas_national_parks_pr100,protected_areas_nature_reserves_pr100,protected_areas_all_oth_protected_areas_pr100,protected_areas_tot_pr100,solar_instl_small_scale_solar_panel_sys_instl_num,solar_instl_increase_instl_prev_yr_pr100,solar_instl_solar_water_heater_instl_num,solar_instl_increase_swh_instl_prev_yr_pr100,lga_code18,lga_name18,ogc_fid
2017,,,,,,,,,,,,,,,,,1926.0,16.4,2303.0,1.5,70200,Alice Springs (T),781
2016,,,1.0,3.0,,4.0,,755.0,1014.0,,1769.0,,0.4,0.5,,0.9,41.0,28.1,44.0,,55530,Mingenew (S),687
2015,,,,,,,,,,,,,,,,,32.0,23.1,44.0,7.3,55530,Mingenew (S),688
2016,,,,,4.0,4.0,,,,5023.0,5023.0,,,,15.3,15.3,1655.0,20.0,2270.0,1.5,70200,Alice Springs (T),782
2014,,,,,,,,,,,,,,,,,26.0,,41.0,,55530,Mingenew (S),689
2018,4371302.0,,,,,,,,,,,,,,,,,,,,35300,Mount Isa (C),690
2017,,,,,,,,,,,,,,,,,1430.0,4.8,620.0,1.0,35300,Mount Isa (C),691
2016,,,2.0,,6.0,8.0,,194061.0,,60252.0,254313.0,,4.4,,1.4,5.8,1364.0,10.6,614.0,1.0,35300,Mount Isa (C),692
2015,,,,,,,,,,,,,,,,,1233.0,9.5,608.0,1.7,35300,Mount Isa (C),693
2014,,,,,,,,,,,,,,,,,1126.0,,598.0,,35300,Mount Isa (C),694
2018,5095.2,,,,,,,,,,,,,,,,,,,,25250,Moreland (C),695
2017,,,,,,,,,,,,,,,,,5441.0,8.9,4514.0,15.6,25250,Moreland (C),696
2016,,,,,,,,,,,,,,,,,4998.0,7.8,3904.0,18.7,25250,Moreland (C),697
2015,,,,,,,,,,,,,,,,,4638.0,18.5,3289.0,16.5,25250,Moreland (C),698
2014,,,,,,,,,,,,,,,,,3915.0,,2824.0,,25250,Moreland (C),699
2018,189244.7,,,,,,,,,,,,,,,,,,,,41140,Clare and Gilbert Valleys (DC),700
2017,,,,,,,,,,,,,,,,,1561.0,7.7,294.0,1.4,41140,Clare and Gilbert Valleys (DC),701
2016,,,,,16.0,16.0,,,,874.0,874.0,,,,0.5,0.5,1449.0,7.4,290.0,1.0,41140,Clare and Gilbert Valleys (DC),702
2015,,,,,,,,,,,,,,,,,1349.0,6.7,287.0,5.9,41140,Clare and Gilbert Valleys (DC),703
2014,,,,,,,,,,,,,,,,,1264.0,,271.0,,41140,Clare and Gilbert Valleys (DC),704
2018,55789.8,,,,,,,,,,,,,,,,,,,,51400,Capel (S),705
2017,,,,,,,,,,,,,,,,,2001.0,11.7,1240.0,5.5,51400,Capel (S),706
2016,,,1.0,4.0,1.0,6.0,,1374.0,134.0,18.0,1526.0,,2.5,0.2,,2.7,1792.0,11.6,1175.0,5.4,51400,Capel (S),707
2015,,,,,,,,,,,,,,,,,1606.0,12.2,1115.0,7.2,51400,Capel (S),708
2014,,,,,,,,,,,,,,,,,1432.0,,1040.0,,51400,Capel (S),709
2015,,,,,,,,,,,,,,,,,1379.0,26.3,2237.0,1.9,70200,Alice Springs (T),783
2018,3191505.5,,,,,,,,,,,,,,,,,,,,55040,Leonora (S),710
2014,,,,,,,,,,,,,,,,,1092.0,,2196.0,,70200,Alice Springs (T),784
2018,170346.9,,,,,,,,,,,,,,,,,,,,56230,Murray (S),785
2017,,,,,,,,,,,,,,,,,3037.0,10.4,2318.0,6.3,56230,Murray (S),786
2016,,,3.0,18.0,6.0,27.0,,2535.0,3249.0,260.0,6044.0,,1.5,1.9,0.2,3.6,2751.0,11.2,2180.0,7.3,56230,Murray (S),787
2015,,,,,,,,,,,,,,,,,2474.0,12.1,2031.0,7.7,56230,Murray (S),788
2014,,,,,,,,,,,,,,,,,2206.0,,1886.0,,56230,Murray (S),789
2018,200435.5,,,,,,,,,,,,,,,,,,,,35670,Napranum (S),790
2017,,,,,,,,,,,,,,,,,,,19.0,,35670,Napranum (S),791
2016,,,,,,,,,,,,,,,,,,,19.0,,35670,Napranum (S),792
2015,,,,,,,,,,,,,,,,,,,19.0,35.7,35670,Napranum (S),793
2014,,,,,,,,,,,,,,,,,,,14.0,,35670,Napranum (S),794
2018,4073680.0,,,,,,,,,,,,,,,,,,,,34800,McKinlay (S),795
2017,,,,,,,,,,,,,,,,,81.0,26.6,6.0,,34800,McKinlay (S),796
2016,,,,,2.0,2.0,,,,45.0,45.0,,,,,,64.0,39.1,6.0,,34800,McKinlay (S),797
2015,,,,,,,,,,,,,,,,,46.0,48.4,6.0,,34800,McKinlay (S),798
2014,,,,,,,,,,,,,,,,,31.0,,6.0,,34800,McKinlay (S),799
2018,289580.5,,,,,,,,,,,,,,,,,,,,14950,Lockhart (A),800
2017,,,,,,,,,,,,,,,,,371.0,5.7,97.0,2.1,14950,Lockhart (A),801
2016,,,,1.0,,1.0,,,343.0,,343.0,,,0.1,,0.1,351.0,8.0,95.0,1.1,14950,Lockhart (A),802
2015,,,,,,,,,,,,,,,,,325.0,25.0,94.0,2.2,14950,Lockhart (A),803
2014,,,,,,,,,,,,,,,,,260.0,,92.0,,14950,Lockhart (A),804
2018,75125.8,,,,,,,,,,,,,,,,,,,,48750,Yankalilla (DC),805
2017,,,,,,,,,,,,,,,,,1386.0,7.7,417.0,4.5,48750,Yankalilla (DC),806
2017,,,,,,,,,,,,,,,,,227.0,5.1,83.0,,55040,Leonora (S),711
2016,,,1.0,,35.0,36.0,,4388.0,,1501.0,5889.0,,5.8,,2.0,7.8,1287.0,7.1,399.0,4.7,48750,Yankalilla (DC),807
2015,,,,,,,,,,,,,,,,,1202.0,8.2,381.0,5.2,48750,Yankalilla (DC),808
2014,,,,,,,,,,,,,,,,,1111.0,,362.0,,48750,Yankalilla (DC),809
2018,259156.2,,,,,,,,,,,,,,,,,,,,62410,Glamorgan/Spring Bay (M),810
2017,,,,,,,,,,,,,,,,,513.0,8.9,97.0,4.3,62410,Glamorgan/Spring Bay (M),811
2016,,,4.0,10.0,122.0,136.0,,29522.0,4433.0,41071.0,75026.0,,11.4,1.7,15.9,29.0,471.0,7.5,93.0,5.7,62410,Glamorgan/Spring Bay (M),812
2015,,,,,,,,,,,,,,,,,438.0,6.6,88.0,6.0,62410,Glamorgan/Spring Bay (M),813
2014,,,,,,,,,,,,,,,,,411.0,,83.0,,62410,Glamorgan/Spring Bay (M),814
2016,,7.0,,,,7.0,5234677.0,,,,5234677.0,51.1,,,,51.1,15.0,15.4,50.0,,40250,Anangu Pitjantjatjara (AC),1396
2016,,,,1.0,,1.0,,,45783.0,,45783.0,,,1.4,,1.4,216.0,0.5,83.0,,55040,Leonora (S),712
2018,342694.4,,,,,,,,,,,,,,,,,,,,55950,Mukinbudin (S),835
2015,,,,,,,,,,,,,,,,,215.0,0.5,83.0,1.2,55040,Leonora (S),713
2017,,,,,,,,,,,,,,,,,66.0,17.9,51.0,6.3,55950,Mukinbudin (S),836
2014,,,,,,,,,,,,,,,,,214.0,,82.0,,55040,Leonora (S),714
2016,,,,15.0,,15.0,,,18815.0,,18815.0,,,5.5,,5.5,56.0,43.6,48.0,,55950,Mukinbudin (S),837
2018,2751.8,,,,,,,,,,,,,,,,,,,,40700,Burnside (C),715
2018,110169.2,,,,,,,,,,,,,,,,,,,,58190,Tammin (S),880
2017,,,,,,,,,,,,,,,,,36.0,20.0,53.0,3.9,58190,Tammin (S),881
2016,,,,9.0,,9.0,,,1600.0,,1600.0,,,1.5,,1.5,30.0,3.4,51.0,8.5,58190,Tammin (S),882
2017,,,,,,,,,,,,,,,,,4690.0,9.9,735.0,3.7,40700,Burnside (C),716
2015,,,,,,,,,,,,,,,,,29.0,11.5,47.0,2.2,58190,Tammin (S),883
2014,,,,,,,,,,,,,,,,,26.0,,46.0,,58190,Tammin (S),884
2018,441579.6,,,,,,,,,,,,,,,,,,,,43080,Karoonda East Murray (DC),885
2016,,,1.0,,2.0,3.0,,52.0,,11.0,63.0,,1.9,,0.4,2.3,4269.0,7.5,709.0,2.9,40700,Burnside (C),717
2017,,,,,,,,,,,,,,,,,187.0,3.9,38.0,2.7,43080,Karoonda East Murray (DC),886
2016,,,,,55.0,55.0,,,,54222.0,54222.0,,,,12.3,12.3,180.0,11.8,37.0,2.8,43080,Karoonda East Murray (DC),887
2015,,,,,,,,,,,,,,,,,3970.0,7.8,689.0,3.5,40700,Burnside (C),718
2015,,,,,,,,,,,,,,,,,161.0,8.1,36.0,2.9,43080,Karoonda East Murray (DC),888
2014,,,,,,,,,,,,,,,,,149.0,,35.0,,43080,Karoonda East Murray (DC),889
2018,225385.3,,,,,,,,,,,,,,,,,,,,36720,Sunshine Coast (R),890
2014,,,,,,,,,,,,,,,,,3683.0,,666.0,,40700,Burnside (C),719
2018,11206598.0,,,,,,,,,,,,,,,,,,,,59340,Wyndham-East Kimberley (S),720
2017,,,,,,,,,,,,,,,,,212.0,0.5,467.0,3.8,59340,Wyndham-East Kimberley (S),721
2018,3869.1,,,,,,,,,,,,,,,,,,,,22310,Glen Eira (C),735
2017,,,,,,,,,,,,,,,,,44691.0,9.0,16703.0,4.7,36720,Sunshine Coast (R),891
2016,,,18.0,,70.0,88.0,,37308.0,,4222.0,41530.0,,16.6,,1.9,18.4,40996.0,7.6,15949.0,4.2,36720,Sunshine Coast (R),892
2015,,,,,,,,,,,,,,,,,38108.0,9.0,15312.0,5.0,36720,Sunshine Coast (R),893
2014,,,,,,,,,,,,,,,,,34970.0,,14577.0,,36720,Sunshine Coast (R),894
2017,,,,,,,,,,,,,,,,,3688.0,9.6,2918.0,10.4,22310,Glen Eira (C),736
2018,277513.8,,,,,,,,,,,,,,,,,,,,13800,Hawkesbury (C),895
2017,,,,,,,,,,,,,,,,,3650.0,13.7,1941.0,4.0,13800,Hawkesbury (C),896
2016,,,3.0,2.0,5.0,10.0,,50297.0,411.0,150023.0,200731.0,,18.1,0.2,54.1,72.3,3209.0,11.0,1866.0,4.0,13800,Hawkesbury (C),897
2015,,,,,,,,,,,,,,,,,2891.0,12.5,1794.0,3.7,13800,Hawkesbury (C),898
2016,,,,,,,,,,,,,,,,,3365.0,8.7,2642.0,11.1,22310,Glen Eira (C),737
2014,,,,,,,,,,,,,,,,,2570.0,,1730.0,,13800,Hawkesbury (C),899
2018,145405.1,,,,,,,,,,,,,,,,,,,,51260,Busselton (C),900
2017,,,,,,,,,,,,,,,,,4498.0,14.8,3648.0,7.2,51260,Busselton (C),901
2016,,,4.0,22.0,17.0,43.0,,11448.0,843.0,411.0,12701.0,,7.9,0.6,0.3,8.7,3918.0,12.5,3404.0,7.9,51260,Busselton (C),902
2015,,,,,,,,,,,,,,,,,3095.0,13.9,2377.0,18.7,22310,Glen Eira (C),738
2015,,,,,,,,,,,,,,,,,3482.0,11.0,3154.0,9.3,51260,Busselton (C),903
2014,,,,,,,,,,,,,,,,,3137.0,,2885.0,,51260,Busselton (C),904
2018,155985.6,,,,,,,,,,,,,,,,,,,,52870,Donnybrook-Balingup (S),905
2017,,,,,,,,,,,,,,,,,921.0,11.2,890.0,3.9,52870,Donnybrook-Balingup (S),906
2014,,,,,,,,,,,,,,,,,2718.0,,2003.0,,22310,Glen Eira (C),739
2018,37230748.0,,,,,,,,,,,,,,,,,,,,53220,East Pilbara (S),740
2017,,,,,,,,,,,,,,,,,100.0,2.0,750.0,,53220,East Pilbara (S),741
2016,,5.0,3.0,,,8.0,7734522.0,1521552.0,,,9256073.0,20.8,4.1,,,24.9,98.0,4.3,750.0,0.3,53220,East Pilbara (S),742
2015,,,,,,,,,,,,,,,,,94.0,14.6,748.0,0.4,53220,East Pilbara (S),743
2018,380902.9,,,,,,,,,,,,,,,,,,,,56370,Narembeen (S),750
2016,,,2.0,3.0,7.0,12.0,,7040.0,651.0,185.0,7875.0,,4.5,0.4,0.1,5.1,828.0,10.7,857.0,6.6,52870,Donnybrook-Balingup (S),907
2015,,,,,,,,,,,,,,,,,748.0,13.7,804.0,8.6,52870,Donnybrook-Balingup (S),908
2014,,,,,,,,,,,,,,,,,658.0,,740.0,,52870,Donnybrook-Balingup (S),909
2018,40942.9,,,,,,,,,,,,,,,,,,,,21610,Casey (C),910
2017,,,,,,,,,,,,,,,,,20638.0,10.8,19025.0,16.4,21610,Casey (C),911
2016,,,,,6.0,6.0,,,,1605.0,1605.0,,,,3.9,3.9,18628.0,11.4,16339.0,14.0,21610,Casey (C),912
2015,,,,,,,,,,,,,,,,,16725.0,15.2,14337.0,16.3,21610,Casey (C),913
2014,,,,,,,,,,,,,,,,,14514.0,,12326.0,,21610,Casey (C),914
2018,246820.5,,,,,,,,,,,,,,,,,,,,27450,Yarra Ranges (S),915
2017,,,,,,,,,,,,,,,,,9308.0,11.0,3050.0,6.5,27450,Yarra Ranges (S),916
2016,,,4.0,,71.0,75.0,,77928.0,,2631.0,80559.0,,31.6,,1.1,32.6,8389.0,11.1,2863.0,11.2,27450,Yarra Ranges (S),917
2015,,,,,,,,,,,,,,,,,7549.0,13.0,2575.0,7.2,27450,Yarra Ranges (S),918
2014,,,,,,,,,,,,,,,,,6680.0,,2403.0,,27450,Yarra Ranges (S),919
2017,,,,,,,,,,,,,,,,,97.0,29.3,90.0,5.9,56370,Narembeen (S),751
2018,69114.7,,,,,,,,,,,,,,,,,,,,65810,West Tamar (M),940
2017,,,,,,,,,,,,,,,,,1902.0,10.3,431.0,5.4,65810,West Tamar (M),941
2016,,,1.0,,34.0,35.0,,1009.0,,4242.0,5252.0,,1.5,,6.1,7.6,1724.0,10.4,409.0,3.8,65810,West Tamar (M),942
2015,,,,,,,,,,,,,,,,,1562.0,8.2,394.0,7.1,65810,West Tamar (M),943
2014,,,,,,,,,,,,,,,,,1444.0,,368.0,,65810,West Tamar (M),944
2018,88373.1,,,,,,,,,,,,,,,,,,,,36950,Torres (S),945
2017,,,,,,,,,,,,,,,,,41.0,7.9,58.0,,36950,Torres (S),946
2016,,3.0,2.0,,2.0,7.0,63.0,3239.0,,1979.0,5281.0,0.1,3.7,,2.2,6.0,38.0,8.6,58.0,,36950,Torres (S),947
2015,,,,,,,,,,,,,,,,,35.0,20.7,58.0,,36950,Torres (S),948
2014,,,,,,,,,,,,,,,,,29.0,,58.0,,36950,Torres (S),949
2018,627162.5,,,,,,,,,,,,,,,,,,,,44210,Mid Murray (DC),950
2017,,,,,,,,,,,,,,,,,2081.0,6.9,393.0,2.1,44210,Mid Murray (DC),951
2016,,,,,89.0,89.0,,,,42298.0,42298.0,,,,6.7,6.7,1946.0,6.2,385.0,1.0,44210,Mid Murray (DC),952
2015,,,,,,,,,,,,,,,,,1832.0,7.3,381.0,5.8,44210,Mid Murray (DC),953
2014,,,,,,,,,,,,,,,,,1707.0,,360.0,,44210,Mid Murray (DC),954
2018,451225.6,,,,,,,,,,,,,,,,,,,,14870,Lithgow (C),955
2017,,,,,,,,,,,,,,,,,1404.0,11.2,320.0,2.2,14870,Lithgow (C),956
2016,,,6.0,2.0,4.0,12.0,,53734.0,1453.0,138831.0,194018.0,,11.9,0.3,30.8,43.0,1263.0,7.8,313.0,1.6,14870,Lithgow (C),957
2015,,,,,,,,,,,,,,,,,1172.0,12.4,308.0,1.7,14870,Lithgow (C),958
2014,,,,,,,,,,,,,,,,,1043.0,,303.0,,14870,Lithgow (C),959
2016,,,,12.0,4.0,16.0,,,4335.0,369.0,4704.0,,,1.1,0.1,1.2,75.0,56.3,85.0,4.9,56370,Narembeen (S),752
2015,,,,,,,,,,,,,,,,,13.0,18.2,50.0,,40250,Anangu Pitjantjatjara (AC),1397
2015,,,,,,,,,,,,,,,,,48.0,29.7,81.0,14.1,56370,Narembeen (S),753
2014,,,,,,,,,,,,,,,,,11.0,,50.0,,40250,Anangu Pitjantjatjara (AC),1398
2018,91586.6,,,,,,,,,,,,,,,,,,,,46670,Renmark Paringa (DC),1399
2017,,,,,,,,,,,,,,,,,1476.0,9.6,258.0,0.4,46670,Renmark Paringa (DC),1400
2014,,,,,,,,,,,,,,,,,37.0,,71.0,,56370,Narembeen (S),754
2018,648807.1,,,,,,,,,,,,,,,,,,,,53360,Exmouth (S),755
2017,,,,,,,,,,,,,,,,,132.0,2.3,331.0,8.5,53360,Exmouth (S),756
2016,,,4.0,2.0,,6.0,,284434.0,1402.0,,285836.0,,43.8,0.2,,44.1,129.0,0.8,305.0,7.8,53360,Exmouth (S),757
2015,,,,,,,,,,,,,,,,,128.0,1.6,283.0,8.4,53360,Exmouth (S),758
2014,,,,,,,,,,,,,,,,,126.0,,261.0,,53360,Exmouth (S),759
2018,155294.4,,,,,,,,,,,,,,,,,,,,26490,Surf Coast (S),760
2017,,,,,,,,,,,,,,,,,2884.0,12.8,2744.0,11.3,26490,Surf Coast (S),761
2016,,,2.0,,20.0,22.0,,33136.0,,1997.0,35133.0,,21.3,,1.3,22.6,2557.0,9.2,2466.0,10.9,26490,Surf Coast (S),762
2015,,,,,,,,,,,,,,,,,2341.0,14.4,2224.0,12.5,26490,Surf Coast (S),763
2014,,,,,,,,,,,,,,,,,2047.0,,1977.0,,26490,Surf Coast (S),764
2018,621857.3,,,,,,,,,,,,,,,,,,,,22410,Glenelg (S),765
2017,,,,,,,,,,,,,,,,,1505.0,10.1,719.0,3.0,22410,Glenelg (S),766
2016,,3.0,5.0,,93.0,101.0,1447.0,50014.0,,25911.0,77372.0,0.2,8.0,,4.2,12.4,1367.0,7.1,698.0,2.0,22410,Glenelg (S),767
2015,,,,,,,,,,,,,,,,,1276.0,9.8,684.0,3.5,22410,Glenelg (S),768
2014,,,,,,,,,,,,,,,,,1162.0,,661.0,,22410,Glenelg (S),769
2018,33359.3,,,,,,,,,,,,,,,,,,,,17150,Sutherland Shire (A),770
2017,,,,,,,,,,,,,,,,,7173.0,12.9,5071.0,2.7,17150,Sutherland Shire (A),771
2016,,,5.0,1.0,1.0,7.0,,16410.0,381.0,306.0,17096.0,,49.2,1.1,0.9,51.3,6351.0,7.2,4937.0,2.9,17150,Sutherland Shire (A),772
2015,,,,,,,,,,,,,,,,,5925.0,11.8,4796.0,2.2,17150,Sutherland Shire (A),773
2014,,,,,,,,,,,,,,,,,5302.0,,4693.0,,17150,Sutherland Shire (A),774
2018,652720.8,,,,,,,,,,,,,,,,,,,,47630,Tatiara (DC),775
2017,,,,,,,,,,,,,,,,,914.0,8.4,159.0,1.3,47630,Tatiara (DC),776
2016,,,,,92.0,92.0,,,,91626.0,91626.0,,,,14.0,14.0,843.0,6.3,157.0,0.6,47630,Tatiara (DC),777
2015,,,,,,,,,,,,,,,,,793.0,10.6,156.0,4.0,47630,Tatiara (DC),778
2014,,,,,,,,,,,,,,,,,717.0,,150.0,,47630,Tatiara (DC),779
2018,182765.2,,,,,,,,,,,,,,,,,,,,32770,Doomadgee (S),815
2016,,,,,10.0,10.0,,,,4674.0,4674.0,,,,5.1,5.1,1347.0,9.6,257.0,3.6,46670,Renmark Paringa (DC),1401
2015,,,,,,,,,,,,,,,,,1229.0,9.9,248.0,6.4,46670,Renmark Paringa (DC),1402
2014,,,,,,,,,,,,,,,,,1118.0,,233.0,,46670,Renmark Paringa (DC),1403
2018,1992.3,,,,,,,,,,,,,,,,,,,,11520,Canada Bay (A),1404
2017,,,,,,,,,,,,,,,,,1515.0,8.9,427.0,1.7,11520,Canada Bay (A),1405
2016,,,,,,,,,,,,,,,,,1391.0,8.6,420.0,3.7,11520,Canada Bay (A),1406
2015,,,,,,,,,,,,,,,,,1281.0,10.8,405.0,3.3,11520,Canada Bay (A),1407
2014,,,,,,,,,,,,,,,,,1156.0,,392.0,,11520,Canada Bay (A),1408
2018,498703.0,,,,,,,,,,,,,,,,,,,,13550,Gunnedah (A),1409
2017,,,,,,,,,,,,,,,,,934.0,13.1,344.0,0.6,13550,Gunnedah (A),1410
2016,,,2.0,1.0,2.0,5.0,,8636.0,4574.0,784.0,13994.0,,1.7,0.9,0.2,2.8,826.0,13.6,342.0,2.7,13550,Gunnedah (A),1411
2015,,,,,,,,,,,,,,,,,727.0,20.4,333.0,1.5,13550,Gunnedah (A),1412
2014,,,,,,,,,,,,,,,,,604.0,,328.0,,13550,Gunnedah (A),1413
2017,,,,,,,,,,,,,,,,,46.0,17.9,36.0,,32770,Doomadgee (S),816
2014,,,,,,,,,,,,,,,,,798.0,,358.0,,25810,Northern Grampians (S),1463
2018,4797126.0,,,,,,,,,,,,,,,,,,,,32450,Cloncurry (S),1464
2017,,,,,,,,,,,,,,,,,167.0,13.6,24.0,4.3,32450,Cloncurry (S),1465
2016,,,,,2.0,2.0,,,,187816.0,187816.0,,,,3.9,3.9,147.0,13.1,23.0,,32450,Cloncurry (S),1466
2015,,,,,,,,,,,,,,,,,130.0,18.2,23.0,,32450,Cloncurry (S),1467
2014,,,,,,,,,,,,,,,,,110.0,,23.0,,32450,Cloncurry (S),1468
2018,411634.6,,,,,,,,,,,,,,,,,,,,15800,Narrandera (A),1469
2017,,,,,,,,,,,,,,,,,498.0,9.7,65.0,3.2,15800,Narrandera (A),1470
2016,,,1.0,2.0,2.0,5.0,,202.0,217.0,221.0,641.0,,0.1,0.1,0.1,0.2,454.0,9.9,63.0,,15800,Narrandera (A),1471
2015,,,,,,,,,,,,,,,,,413.0,36.8,63.0,3.3,15800,Narrandera (A),1472
2014,,,,,,,,,,,,,,,,,302.0,,61.0,,15800,Narrandera (A),1473
2018,143114.4,,,,,,,,,,,,,,,,,,,,10900,Blue Mountains (C),1474
2017,,,,,,,,,,,,,,,,,6179.0,11.3,1739.0,1.7,10900,Blue Mountains (C),1475
2016,,,1.0,,3.0,4.0,,106014.0,,325.0,106339.0,,74.1,,0.2,74.3,5554.0,8.1,1710.0,2.3,10900,Blue Mountains (C),1476
2015,,,,,,,,,,,,,,,,,5136.0,12.8,1671.0,2.8,10900,Blue Mountains (C),1477
2014,,,,,,,,,,,,,,,,,4553.0,,1626.0,,10900,Blue Mountains (C),1478
2016,,1.0,,,,1.0,27246.0,,,,27246.0,14.9,,,,14.9,39.0,25.8,36.0,,32770,Doomadgee (S),817
2018,3122.5,,,,,,,,,,,,,,,,,,,,24330,Maribyrnong (C),1479
2017,,,,,,,,,,,,,,,,,2588.0,8.0,2008.0,10.1,24330,Maribyrnong (C),1480
2016,,,,,,,,,,,,,,,,,2396.0,7.5,1823.0,15.7,24330,Maribyrnong (C),1481
2015,,,,,,,,,,,,,,,,,2228.0,11.8,1575.0,15.9,24330,Maribyrnong (C),1482
2014,,,,,,,,,,,,,,,,,1993.0,,1359.0,,24330,Maribyrnong (C),1483
2015,,,,,,,,,,,,,,,,,31.0,29.2,36.0,2.9,32770,Doomadgee (S),818
2014,,,,,,,,,,,,,,,,,24.0,,35.0,,32770,Doomadgee (S),819
2018,602235.0,,,,,,,,,,,,,,,,,,,,11400,Cabonne (A),820
2017,,,,,,,,,,,,,,,,,1228.0,9.2,421.0,1.4,11400,Cabonne (A),821
2016,,,4.0,4.0,2.0,10.0,,34055.0,4542.0,310.0,38907.0,,5.7,0.8,0.1,6.5,1125.0,8.3,415.0,3.8,11400,Cabonne (A),822
2015,,,,,,,,,,,,,,,,,1039.0,21.1,400.0,3.4,11400,Cabonne (A),823
2014,,,,,,,,,,,,,,,,,858.0,,387.0,,11400,Cabonne (A),824
2018,4313.9,,,,,,,,,,,,,,,,,,,,25060,Moonee Valley (C),825
2017,,,,,,,,,,,,,,,,,4082.0,8.1,2149.0,10.0,25060,Moonee Valley (C),826
2016,,,,,,,,,,,,,,,,,3776.0,11.8,1954.0,11.9,25060,Moonee Valley (C),827
2015,,,,,,,,,,,,,,,,,3376.0,14.1,1746.0,17.3,25060,Moonee Valley (C),828
2014,,,,,,,,,,,,,,,,,2958.0,,1489.0,,25060,Moonee Valley (C),829
2018,489271.7,,,,,,,,,,,,,,,,,,,,17000,Singleton (A),830
2017,,,,,,,,,,,,,,,,,1674.0,18.3,1256.0,2.2,17000,Singleton (A),831
2016,,,1.0,,4.0,5.0,,5909.0,,160118.0,166028.0,,1.2,,32.7,33.9,1415.0,9.5,1229.0,3.2,17000,Singleton (A),832
2015,,,,,,,,,,,,,,,,,1292.0,12.8,1191.0,3.7,17000,Singleton (A),833
2014,,,,,,,,,,,,,,,,,1145.0,,1148.0,,17000,Singleton (A),834
2015,,,,,,,,,,,,,,,,,39.0,5.4,48.0,9.1,55950,Mukinbudin (S),838
2014,,,,,,,,,,,,,,,,,37.0,,44.0,,55950,Mukinbudin (S),839
2018,712.8,,,,,,,,,,,,,,,,,,,,11300,Burwood (A),840
2018,1557.3,,,,,,,,,,,,,,,,,,,,40070,Adelaide (C),960
2017,,,,,,,,,,,,,,,,,707.0,6.3,171.0,3.6,11300,Burwood (A),841
2017,,,,,,,,,,,,,,,,,1089.0,29.2,329.0,1.9,40070,Adelaide (C),961
2016,,,,,,,,,,,,,,,,,665.0,4.9,165.0,3.8,11300,Burwood (A),842
2016,,,,,,,,,,,,,,,,,843.0,14.5,323.0,2.5,40070,Adelaide (C),962
2015,,,,,,,,,,,,,,,,,634.0,7.1,159.0,1.3,11300,Burwood (A),843
2015,,,,,,,,,,,,,,,,,736.0,11.2,315.0,3.6,40070,Adelaide (C),963
2014,,,,,,,,,,,,,,,,,592.0,,157.0,,11300,Burwood (A),844
2018,266907.5,,,,,,,,,,,,,,,,,,,,47910,Tumby Bay (DC),845
2017,,,,,,,,,,,,,,,,,548.0,5.0,60.0,1.7,47910,Tumby Bay (DC),846
2016,,,,,21.0,21.0,,,,14536.0,14536.0,,,,5.5,5.5,522.0,7.2,59.0,1.7,47910,Tumby Bay (DC),847
2015,,,,,,,,,,,,,,,,,487.0,6.8,58.0,1.8,47910,Tumby Bay (DC),848
2014,,,,,,,,,,,,,,,,,456.0,,57.0,,47910,Tumby Bay (DC),849
2014,,,,,,,,,,,,,,,,,662.0,,304.0,,40070,Adelaide (C),964
2018,237052.0,,,,,,,,,,,,,,,,,,,,50560,Beverley (S),965
2018,5780987.5,,,,,,,,,,,,,,,,,,,,58470,Upper Gascoyne (S),850
2017,,,,,,,,,,,,,,,,,327.0,9.0,177.0,4.1,50560,Beverley (S),966
2016,,,2.0,5.0,2.0,9.0,,21249.0,1067.0,20.0,22336.0,,9.0,0.5,,9.4,300.0,14.1,170.0,8.3,50560,Beverley (S),967
2015,,,,,,,,,,,,,,,,,263.0,13.9,157.0,6.1,50560,Beverley (S),968
2014,,,,,,,,,,,,,,,,,231.0,,148.0,,50560,Beverley (S),969
2018,1042868.0,,,,,,,,,,,,,,,,,,,,11730,Clarence Valley (A),970
2017,,,,,,,,,,,,,,,,,5687.0,14.0,5107.0,3.5,11730,Clarence Valley (A),971
2016,,,20.0,21.0,17.0,58.0,,94072.0,26689.0,105924.0,226685.0,,9.0,2.6,10.2,21.7,4989.0,8.1,4935.0,4.0,11730,Clarence Valley (A),972
2015,,,,,,,,,,,,,,,,,4614.0,12.0,4743.0,3.7,11730,Clarence Valley (A),973
2014,,,,,,,,,,,,,,,,,4118.0,,4572.0,,11730,Clarence Valley (A),974
2018,1794.0,,,,,,,,,,,,,,,,,,,,58510,Victoria Park (T),975
2017,,,,,,,,,,,,,,,,,2121.0,13.1,930.0,4.1,58510,Victoria Park (T),976
2016,,,,,,,,,,,,,,,,,1876.0,13.8,893.0,5.8,58510,Victoria Park (T),977
2015,,,,,,,,,,,,,,,,,1648.0,11.2,844.0,5.4,58510,Victoria Park (T),978
2014,,,,,,,,,,,,,,,,,1482.0,,801.0,,58510,Victoria Park (T),979
